 additive_.C3_electrostatic_charge , additive_.C5_electrostatic_charge , aryl_halide_.C1_NMR_shift , aryl_halide_.C2_NMR_shift , aryl_halide_.C3_NMR_shift , base_surface_area , ligand_.C12_electrostatic_charge , ligand_.C5_electrostatic_charge , ligand_.C9_electrostatic_charge , ligand_V3_frequency , yield 
-0.526901,1.338537,0.539816,0.291794,-0.545883,-0.949447,0.261463,0.905261,-0.544889,-0.184761,0.36
-0.526901,1.338537,0.534041,0.345971,-0.54314,-0.949447,0.261463,0.905261,-0.544889,-0.184761,55.18
-0.526901,1.338537,-1.402122,-1.624068,-1.057556,-0.949447,0.261463,0.905261,-0.544889,-0.184761,55.01
-0.526901,1.338537,0.556549,0.27445,-0.452184,-0.949447,0.261463,0.905261,-0.544889,-0.184761,1.09
-0.526901,1.338537,0.553146,0.331488,-0.45006,-0.949447,0.261463,0.905261,-0.544889,-0.184761,81.23
-0.526901,1.338537,-0.66387,0.306098,2.202713,-0.949447,0.261463,0.905261,-0.544889,-0.184761,80.71
-0.526901,1.338537,0.608885,0.208472,-0.388744,-0.949447,0.261463,0.905261,-0.544889,-0.184761,86.2
-0.526901,1.338537,0.615098,0.27749,-0.390691,-0.949447,0.261463,0.905261,-0.544889,-0.184761,84.18
-0.526901,1.338537,-2.887677,1.276634,0.731575,-0.949447,0.261463,0.905261,-0.544889,-0.184761,95.68
-0.526901,1.338537,0.557348,0.378334,-0.501466,-0.949447,0.261463,0.905261,-0.544889,-0.184761,14.5
-0.526901,1.338537,0.555311,0.434656,-0.496954,-0.949447,0.261463,0.905261,-0.544889,-0.184761,91.53
-0.526901,1.338537,-0.645694,-3.000127,2.394801,-0.949447,0.261463,0.905261,-0.544889,-0.184761,92.66
-0.943086,-1.11637,0.570986,0.28035,-0.467225,1.386635,-0.120792,-1.081315,-0.492467,1.675731,12.65
-0.943086,-1.11637,0.568563,0.336673,-0.467402,1.386635,-0.120792,-1.081315,-0.492467,1.675731,13.84
-0.943086,-1.11637,0.33689,0.080986,0.067187,1.386635,-0.120792,-1.081315,-0.492467,1.675731,15.03
-0.943086,-1.11637,0.539816,0.291794,-0.545883,1.386635,-0.120792,-1.081315,-0.492467,1.675731,1.86
-0.943086,-1.11637,0.534041,0.345971,-0.54314,1.386635,-0.120792,-1.081315,-0.492467,1.675731,4.34
-0.943086,-1.11637,-1.402122,-1.624068,-1.057556,1.386635,-0.120792,-1.081315,-0.492467,1.675731,5.97
-0.943086,-1.11637,0.556549,0.27445,-0.452184,1.386635,-0.120792,-1.081315,-0.492467,1.675731,8.32
-0.943086,-1.11637,0.553146,0.331488,-0.45006,1.386635,-0.120792,-1.081315,-0.492467,1.675731,13.25
-0.943086,-1.11637,-0.66387,0.306098,2.202713,1.386635,-0.120792,-1.081315,-0.492467,1.675731,15.01
-0.943086,-1.11637,0.608885,0.208472,-0.388744,1.386635,-0.120792,-1.081315,-0.492467,1.675731,12.99
-0.943086,-1.11637,0.615098,0.27749,-0.390691,1.386635,-0.120792,-1.081315,-0.492467,1.675731,17.09
-0.943086,-1.11637,-2.887677,1.276634,0.731575,1.386635,-0.120792,-1.081315,-0.492467,1.675731,19.42
-0.943086,-1.11637,0.557348,0.378334,-0.501466,1.386635,-0.120792,-1.081315,-0.492467,1.675731,61.69
-0.943086,-1.11637,0.555311,0.434656,-0.496954,1.386635,-0.120792,-1.081315,-0.492467,1.675731,64.53
-0.943086,-1.11637,-0.645694,-3.000127,2.394801,1.386635,-0.120792,-1.081315,-0.492467,1.675731,64.67
-0.943086,-1.11637,0.570986,0.28035,-0.467225,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,14.27
-0.943086,-1.11637,0.568563,0.336673,-0.467402,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,24.93
-0.943086,-1.11637,0.33689,0.080986,0.067187,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,38.55
-0.943086,-1.11637,0.534041,0.345971,-0.54314,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,1.22
-0.943086,-1.11637,-1.402122,-1.624068,-1.057556,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,2.63
-0.943086,-1.11637,0.556549,0.27445,-0.452184,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,1.93
-0.943086,-1.11637,0.553146,0.331488,-0.45006,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,8.43
-0.943086,-1.11637,-0.66387,0.306098,2.202713,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,11.41
-0.943086,-1.11637,0.608885,0.208472,-0.388744,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,16.83
-0.943086,-1.11637,0.615098,0.27749,-0.390691,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,35.54
-0.943086,-1.11637,-2.887677,1.276634,0.731575,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,41.96
-0.943086,-1.11637,0.557348,0.378334,-0.501466,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,2.92
-0.943086,-1.11637,0.555311,0.434656,-0.496954,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,7.77
-0.943086,-1.11637,-0.645694,-3.000127,2.394801,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,14.74
-0.943086,-1.11637,0.570986,0.28035,-0.467225,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,21.51
-0.943086,-1.11637,0.568563,0.336673,-0.467402,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,20.96
-0.943086,-1.11637,0.33689,0.080986,0.067187,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,26.68
-0.943086,-1.11637,0.534041,0.345971,-0.54314,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,3.94
-0.943086,-1.11637,-1.402122,-1.624068,-1.057556,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,7.77
-0.943086,-1.11637,0.556549,0.27445,-0.452184,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,2.33
-0.943086,-1.11637,0.553146,0.331488,-0.45006,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,15.29
-0.943086,-1.11637,-0.66387,0.306098,2.202713,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,23.44
-0.943086,-1.11637,0.608885,0.208472,-0.388744,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,15.7
-0.943086,-1.11637,0.615098,0.27749,-0.390691,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,27.33
-0.943086,-1.11637,-2.887677,1.276634,0.731575,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,34.45
-0.943086,-1.11637,0.557348,0.378334,-0.501466,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,9.06
-0.943086,-1.11637,0.555311,0.434656,-0.496954,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,20.11
-0.943086,-1.11637,-0.645694,-3.000127,2.394801,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,25.94
0.1969,-0.884518,0.570986,0.28035,-0.467225,1.386635,-0.120792,-1.081315,-0.492467,1.675731,2.97
0.1969,-0.884518,0.568563,0.336673,-0.467402,1.386635,-0.120792,-1.081315,-0.492467,1.675731,2.39
0.1969,-0.884518,0.33689,0.080986,0.067187,1.386635,-0.120792,-1.081315,-0.492467,1.675731,20.87
0.1969,-0.884518,0.539816,0.291794,-0.545883,1.386635,-0.120792,-1.081315,-0.492467,1.675731,2.06
0.1969,-0.884518,0.534041,0.345971,-0.54314,1.386635,-0.120792,-1.081315,-0.492467,1.675731,11.13
0.1969,-0.884518,-1.402122,-1.624068,-1.057556,1.386635,-0.120792,-1.081315,-0.492467,1.675731,14.37
0.1969,-0.884518,0.556549,0.27445,-0.452184,1.386635,-0.120792,-1.081315,-0.492467,1.675731,9.09
0.1969,-0.884518,0.553146,0.331488,-0.45006,1.386635,-0.120792,-1.081315,-0.492467,1.675731,51.72
0.1969,-0.884518,-0.66387,0.306098,2.202713,1.386635,-0.120792,-1.081315,-0.492467,1.675731,53.24
0.1969,-0.884518,0.608885,0.208472,-0.388744,1.386635,-0.120792,-1.081315,-0.492467,1.675731,10.6
0.1969,-0.884518,0.615098,0.27749,-0.390691,1.386635,-0.120792,-1.081315,-0.492467,1.675731,12.24
0.1969,-0.884518,-2.887677,1.276634,0.731575,1.386635,-0.120792,-1.081315,-0.492467,1.675731,12.72
0.1969,-0.884518,0.557348,0.378334,-0.501466,1.386635,-0.120792,-1.081315,-0.492467,1.675731,20.53
0.1969,-0.884518,0.555311,0.434656,-0.496954,1.386635,-0.120792,-1.081315,-0.492467,1.675731,16.04
0.1969,-0.884518,-0.645694,-3.000127,2.394801,1.386635,-0.120792,-1.081315,-0.492467,1.675731,19.29
0.1969,-0.884518,0.570986,0.28035,-0.467225,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,24.42
0.1969,-0.884518,0.568563,0.336673,-0.467402,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,35.72
0.1969,-0.884518,0.33689,0.080986,0.067187,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,34.69
0.1969,-0.884518,0.539816,0.291794,-0.545883,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,1.3
0.1969,-0.884518,0.534041,0.345971,-0.54314,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,17.27
0.1969,-0.884518,-1.402122,-1.624068,-1.057556,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,28.37
0.1969,-0.884518,0.556549,0.27445,-0.452184,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,5.37
0.1969,-0.884518,0.553146,0.331488,-0.45006,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,37.71
0.1969,-0.884518,-0.66387,0.306098,2.202713,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,36.03
0.1969,-0.884518,0.608885,0.208472,-0.388744,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,32.93
0.1969,-0.884518,0.615098,0.27749,-0.390691,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,59.55
0.1969,-0.884518,-2.887677,1.276634,0.731575,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,57.61
0.1969,-0.884518,0.557348,0.378334,-0.501466,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,18.46
0.1969,-0.884518,0.555311,0.434656,-0.496954,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,36.81
0.1969,-0.884518,-0.645694,-3.000127,2.394801,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,44.33
0.1969,-0.884518,0.570986,0.28035,-0.467225,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,26.53
0.1969,-0.884518,0.568563,0.336673,-0.467402,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,40.07
0.1969,-0.884518,0.33689,0.080986,0.067187,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,44.05
0.1969,-0.884518,0.539816,0.291794,-0.545883,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,0.84
0.1969,-0.884518,0.534041,0.345971,-0.54314,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,10.61
0.1969,-0.884518,-1.402122,-1.624068,-1.057556,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,19.45
0.1969,-0.884518,0.556549,0.27445,-0.452184,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,4.67
0.1969,-0.884518,0.553146,0.331488,-0.45006,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,33.71
0.1969,-0.884518,-0.66387,0.306098,2.202713,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,58.95
0.1969,-0.884518,0.608885,0.208472,-0.388744,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,32.37
0.1969,-0.884518,0.615098,0.27749,-0.390691,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,58.31
0.1969,-0.884518,-2.887677,1.276634,0.731575,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,63.63
0.1969,-0.884518,0.557348,0.378334,-0.501466,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,15.15
0.1969,-0.884518,0.555311,0.434656,-0.496954,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,31.99
0.1969,-0.884518,-0.645694,-3.000127,2.394801,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,53.36
1.481646,-1.193654,0.570986,0.28035,-0.467225,1.386635,-0.120792,-1.081315,-0.492467,1.675731,5.93
1.481646,-1.193654,0.568563,0.336673,-0.467402,1.386635,-0.120792,-1.081315,-0.492467,1.675731,9.3
1.481646,-1.193654,0.33689,0.080986,0.067187,1.386635,-0.120792,-1.081315,-0.492467,1.675731,34.88
1.481646,-1.193654,0.539816,0.291794,-0.545883,1.386635,-0.120792,-1.081315,-0.492467,1.675731,0.47
1.481646,-1.193654,0.534041,0.345971,-0.54314,1.386635,-0.120792,-1.081315,-0.492467,1.675731,28.77
1.481646,-1.193654,-1.402122,-1.624068,-1.057556,1.386635,-0.120792,-1.081315,-0.492467,1.675731,35.21
1.481646,-1.193654,0.556549,0.27445,-0.452184,1.386635,-0.120792,-1.081315,-0.492467,1.675731,4.11
1.481646,-1.193654,0.553146,0.331488,-0.45006,1.386635,-0.120792,-1.081315,-0.492467,1.675731,64.27
1.481646,-1.193654,-0.66387,0.306098,2.202713,1.386635,-0.120792,-1.081315,-0.492467,1.675731,65.69
1.481646,-1.193654,0.608885,0.208472,-0.388744,1.386635,-0.120792,-1.081315,-0.492467,1.675731,14.11
1.481646,-1.193654,0.615098,0.27749,-0.390691,1.386635,-0.120792,-1.081315,-0.492467,1.675731,17.56
1.481646,-1.193654,-2.887677,1.276634,0.731575,1.386635,-0.120792,-1.081315,-0.492467,1.675731,15.12
1.481646,-1.193654,0.557348,0.378334,-0.501466,1.386635,-0.120792,-1.081315,-0.492467,1.675731,12.74
1.481646,-1.193654,0.555311,0.434656,-0.496954,1.386635,-0.120792,-1.081315,-0.492467,1.675731,14.21
1.481646,-1.193654,-0.645694,-3.000127,2.394801,1.386635,-0.120792,-1.081315,-0.492467,1.675731,16.85
1.481646,-1.193654,0.570986,0.28035,-0.467225,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,19.59
1.481646,-1.193654,0.568563,0.336673,-0.467402,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,43.74
1.481646,-1.193654,0.33689,0.080986,0.067187,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,41.13
1.481646,-1.193654,0.539816,0.291794,-0.545883,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,0.44
1.481646,-1.193654,0.534041,0.345971,-0.54314,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,23.41
1.481646,-1.193654,-1.402122,-1.624068,-1.057556,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,34.23
1.481646,-1.193654,0.556549,0.27445,-0.452184,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,2.01
1.481646,-1.193654,0.553146,0.331488,-0.45006,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,50.98
1.481646,-1.193654,-0.66387,0.306098,2.202713,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,50.55
1.481646,-1.193654,0.608885,0.208472,-0.388744,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,39.19
1.481646,-1.193654,0.615098,0.27749,-0.390691,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,59.14
1.481646,-1.193654,-2.887677,1.276634,0.731575,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,63.46
1.481646,-1.193654,0.557348,0.378334,-0.501466,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,14.56
1.481646,-1.193654,0.555311,0.434656,-0.496954,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,42.71
1.481646,-1.193654,-0.645694,-3.000127,2.394801,-0.413591,-0.120792,-1.081315,-0.492467,1.675731,51.18
1.481646,-1.193654,0.570986,0.28035,-0.467225,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,20.8
1.481646,-1.193654,0.568563,0.336673,-0.467402,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,44.04
1.481646,-1.193654,0.33689,0.080986,0.067187,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,47.43
1.481646,-1.193654,0.539816,0.291794,-0.545883,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,0.39
1.481646,-1.193654,0.534041,0.345971,-0.54314,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,14.83
1.481646,-1.193654,-1.402122,-1.624068,-1.057556,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,27.38
1.481646,-1.193654,0.556549,0.27445,-0.452184,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,1.92
1.481646,-1.193654,0.553146,0.331488,-0.45006,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,42.32
1.481646,-1.193654,-0.66387,0.306098,2.202713,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,66.27
1.481646,-1.193654,0.608885,0.208472,-0.388744,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,38.27
1.481646,-1.193654,0.615098,0.27749,-0.390691,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,65.28
1.481646,-1.193654,-2.887677,1.276634,0.731575,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,69.52
1.481646,-1.193654,0.557348,0.378334,-0.501466,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,11.65
1.481646,-1.193654,0.555311,0.434656,-0.496954,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,35.82
1.481646,-1.193654,-0.645694,-3.000127,2.394801,-0.949447,-0.120792,-1.081315,-0.492467,1.675731,49.1
-0.943086,-1.11637,0.570986,0.28035,-0.467225,1.386635,-1.437447,-0.906121,1.691782,-0.427414,14.57
-0.943086,-1.11637,0.568563,0.336673,-0.467402,1.386635,-1.437447,-0.906121,1.691782,-0.427414,18.74
-0.943086,-1.11637,0.33689,0.080986,0.067187,1.386635,-1.437447,-0.906121,1.691782,-0.427414,19.61
-0.943086,-1.11637,0.539816,0.291794,-0.545883,1.386635,-1.437447,-0.906121,1.691782,-0.427414,2.06
-0.943086,-1.11637,0.534041,0.345971,-0.54314,1.386635,-1.437447,-0.906121,1.691782,-0.427414,16.39
-0.943086,-1.11637,-1.402122,-1.624068,-1.057556,1.386635,-1.437447,-0.906121,1.691782,-0.427414,19.66
-0.943086,-1.11637,0.556549,0.27445,-0.452184,1.386635,-1.437447,-0.906121,1.691782,-0.427414,6.85
-0.943086,-1.11637,0.553146,0.331488,-0.45006,1.386635,-1.437447,-0.906121,1.691782,-0.427414,26.76
-0.943086,-1.11637,-0.66387,0.306098,2.202713,1.386635,-1.437447,-0.906121,1.691782,-0.427414,27.05
-0.943086,-1.11637,0.608885,0.208472,-0.388744,1.386635,-1.437447,-0.906121,1.691782,-0.427414,31.3
-0.943086,-1.11637,0.615098,0.27749,-0.390691,1.386635,-1.437447,-0.906121,1.691782,-0.427414,35.2
-0.943086,-1.11637,-2.887677,1.276634,0.731575,1.386635,-1.437447,-0.906121,1.691782,-0.427414,40.09
-0.943086,-1.11637,0.557348,0.378334,-0.501466,1.386635,-1.437447,-0.906121,1.691782,-0.427414,68.76
-0.943086,-1.11637,0.555311,0.434656,-0.496954,1.386635,-1.437447,-0.906121,1.691782,-0.427414,74.01
-0.943086,-1.11637,-0.645694,-3.000127,2.394801,1.386635,-1.437447,-0.906121,1.691782,-0.427414,70.58
-0.943086,-1.11637,0.570986,0.28035,-0.467225,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,12.56
-0.943086,-1.11637,0.568563,0.336673,-0.467402,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,47.02
-0.943086,-1.11637,0.33689,0.080986,0.067187,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,48.56
-0.943086,-1.11637,0.539816,0.291794,-0.545883,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,0.53
-0.943086,-1.11637,0.534041,0.345971,-0.54314,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,47.28
-0.943086,-1.11637,-1.402122,-1.624068,-1.057556,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,55.19
-0.943086,-1.11637,0.553146,0.331488,-0.45006,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,73.27
-0.943086,-1.11637,-0.66387,0.306098,2.202713,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,77.79
-0.943086,-1.11637,0.608885,0.208472,-0.388744,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,69.39
-0.943086,-1.11637,0.615098,0.27749,-0.390691,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,84.6
-0.943086,-1.11637,-2.887677,1.276634,0.731575,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,85.14
-0.943086,-1.11637,0.557348,0.378334,-0.501466,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,12.48
-0.943086,-1.11637,0.555311,0.434656,-0.496954,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,78
-0.943086,-1.11637,-0.645694,-3.000127,2.394801,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,83.74
-0.943086,-1.11637,0.570986,0.28035,-0.467225,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,26.05
-0.943086,-1.11637,0.568563,0.336673,-0.467402,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,53.84
-0.943086,-1.11637,0.33689,0.080986,0.067187,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,52.31
-0.943086,-1.11637,0.539816,0.291794,-0.545883,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,3.5
-0.943086,-1.11637,0.534041,0.345971,-0.54314,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,49.4
-0.943086,-1.11637,-1.402122,-1.624068,-1.057556,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,56.14
-0.943086,-1.11637,0.556549,0.27445,-0.452184,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,16.25
-0.943086,-1.11637,0.553146,0.331488,-0.45006,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,79.87
-0.943086,-1.11637,-0.66387,0.306098,2.202713,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,81.15
-0.943086,-1.11637,0.608885,0.208472,-0.388744,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,88.45
-0.943086,-1.11637,0.615098,0.27749,-0.390691,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,93.1
-0.943086,-1.11637,-2.887677,1.276634,0.731575,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,100
-0.943086,-1.11637,0.557348,0.378334,-0.501466,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,36.89
-0.943086,-1.11637,0.555311,0.434656,-0.496954,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,94.35
-0.943086,-1.11637,-0.645694,-3.000127,2.394801,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,93.03
0.1969,-0.884518,0.570986,0.28035,-0.467225,1.386635,-1.437447,-0.906121,1.691782,-0.427414,34.29
0.1969,-0.884518,0.568563,0.336673,-0.467402,1.386635,-1.437447,-0.906121,1.691782,-0.427414,51.07
0.1969,-0.884518,0.33689,0.080986,0.067187,1.386635,-1.437447,-0.906121,1.691782,-0.427414,44.71
0.1969,-0.884518,0.539816,0.291794,-0.545883,1.386635,-1.437447,-0.906121,1.691782,-0.427414,1.11
0.1969,-0.884518,0.534041,0.345971,-0.54314,1.386635,-1.437447,-0.906121,1.691782,-0.427414,50.91
0.1969,-0.884518,-1.402122,-1.624068,-1.057556,1.386635,-1.437447,-0.906121,1.691782,-0.427414,54.24
0.1969,-0.884518,0.556549,0.27445,-0.452184,1.386635,-1.437447,-0.906121,1.691782,-0.427414,4.7
0.1969,-0.884518,0.553146,0.331488,-0.45006,1.386635,-1.437447,-0.906121,1.691782,-0.427414,83.3
0.1969,-0.884518,-0.66387,0.306098,2.202713,1.386635,-1.437447,-0.906121,1.691782,-0.427414,70.01
0.1969,-0.884518,0.608885,0.208472,-0.388744,1.386635,-1.437447,-0.906121,1.691782,-0.427414,52.85
0.1969,-0.884518,0.615098,0.27749,-0.390691,1.386635,-1.437447,-0.906121,1.691782,-0.427414,72.15
0.1969,-0.884518,-2.887677,1.276634,0.731575,1.386635,-1.437447,-0.906121,1.691782,-0.427414,73.14
0.1969,-0.884518,0.557348,0.378334,-0.501466,1.386635,-1.437447,-0.906121,1.691782,-0.427414,18.41
0.1969,-0.884518,0.555311,0.434656,-0.496954,1.386635,-1.437447,-0.906121,1.691782,-0.427414,1.58
0.1969,-0.884518,-0.645694,-3.000127,2.394801,1.386635,-1.437447,-0.906121,1.691782,-0.427414,1.83
0.1969,-0.884518,0.570986,0.28035,-0.467225,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,39.95
0.1969,-0.884518,0.568563,0.336673,-0.467402,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,54.22
0.1969,-0.884518,0.33689,0.080986,0.067187,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,50.12
0.1969,-0.884518,0.539816,0.291794,-0.545883,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,1.1
0.1969,-0.884518,0.534041,0.345971,-0.54314,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,45.4
0.1969,-0.884518,-1.402122,-1.624068,-1.057556,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,51.57
0.1969,-0.884518,0.553146,0.331488,-0.45006,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,77.86
0.1969,-0.884518,-0.66387,0.306098,2.202713,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,80.14
0.1969,-0.884518,0.608885,0.208472,-0.388744,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,80.59
0.1969,-0.884518,0.615098,0.27749,-0.390691,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,86.25
0.1969,-0.884518,-2.887677,1.276634,0.731575,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,91.93
0.1969,-0.884518,0.557348,0.378334,-0.501466,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,49.31
0.1969,-0.884518,0.555311,0.434656,-0.496954,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,86.11
0.1969,-0.884518,-0.645694,-3.000127,2.394801,-0.413591,-1.437447,-0.906121,1.691782,-0.427414,88.17
0.1969,-0.884518,0.570986,0.28035,-0.467225,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,45.04
0.1969,-0.884518,0.568563,0.336673,-0.467402,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,52.02
0.1969,-0.884518,0.33689,0.080986,0.067187,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,50.27
0.1969,-0.884518,0.539816,0.291794,-0.545883,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,1.4
0.1969,-0.884518,0.534041,0.345971,-0.54314,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,50.58
0.1969,-0.884518,-1.402122,-1.624068,-1.057556,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,51.23
0.1969,-0.884518,0.556549,0.27445,-0.452184,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,6.59
0.1969,-0.884518,0.553146,0.331488,-0.45006,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,83.1
0.1969,-0.884518,-0.66387,0.306098,2.202713,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,79.26
0.1969,-0.884518,0.608885,0.208472,-0.388744,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,86.19
0.1969,-0.884518,0.615098,0.27749,-0.390691,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,91.27
0.1969,-0.884518,-2.887677,1.276634,0.731575,-0.949447,-1.437447,-0.906121,1.691782,-0.427414,95.39
