 additive_.C4_NMR_shift , additive_.C4_electrostatic_charge , additive_V1_intensity , additive_hardness , additive_molecular_weight , additive_ovality , aryl_halide_.C2_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_.H2_electrostatic_charge , aryl_halide_V2_intensity , aryl_halide_molecular_volume , base_E_HOMO , base_hardness , base_molecular_weight , ligand_.C12_electrostatic_charge , ligand_.C17_electrostatic_charge , ligand_.C1_electrostatic_charge , ligand_.H11_NMR_shift , ligand_.H9_electrostatic_charge , yield 
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.345971,-0.54314,-0.255992,2.602441,0.487118,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,12.59
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,-1.624068,-1.057556,-0.799551,2.043338,0.833649,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,14.01
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.27445,-0.452184,1.088599,-0.519403,0.748404,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,4.34
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.331488,-0.45006,-0.112951,-0.52086,0.976398,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,19.47
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.306098,2.202713,-0.685117,-0.521092,1.322929,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,23.3
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.208472,-0.388744,1.918241,-0.452077,-1.431666,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,24.9
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.27749,-0.390691,0.859733,-0.370445,-1.200645,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,28.48
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,1.276634,0.731575,0.831124,-0.241722,-0.850079,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,33.33
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,6.75
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,15.06
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,15.13
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.28035,-0.467225,1.002774,-0.414821,0.507799,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,3.89
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.336673,-0.467402,-0.227384,-0.438797,0.735289,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,25.83
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.080986,0.067187,-0.713726,-0.46231,1.082324,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,44.59
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.345971,-0.54314,-0.255992,2.602441,0.487118,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,15.17
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,-1.624068,-1.057556,-0.799551,2.043338,0.833649,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,40.37
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.331488,-0.45006,-0.112951,-0.52086,0.976398,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,27.8
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.306098,2.202713,-0.685117,-0.521092,1.322929,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,72.31
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.208472,-0.388744,1.918241,-0.452077,-1.431666,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,32
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.27749,-0.390691,0.859733,-0.370445,-1.200645,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,51.81
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,1.276634,0.731575,0.831124,-0.241722,-0.850079,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,83.36
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,2.64
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,57.98
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,80.29
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.28035,-0.467225,1.002774,-0.414821,0.507799,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,9.56
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.336673,-0.467402,-0.227384,-0.438797,0.735289,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,37.21
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.080986,0.067187,-0.713726,-0.46231,1.082324,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,47.1
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.291794,-0.545883,0.831124,1.281066,0.260132,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,1.1
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.345971,-0.54314,-0.255992,2.602441,0.487118,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,35.7
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,-1.624068,-1.057556,-0.799551,2.043338,0.833649,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,54.89
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.331488,-0.45006,-0.112951,-0.52086,0.976398,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,57.45
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.306098,2.202713,-0.685117,-0.521092,1.322929,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,77.03
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.208472,-0.388744,1.918241,-0.452077,-1.431666,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,69.4
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.27749,-0.390691,0.859733,-0.370445,-1.200645,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,85.44
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,1.276634,0.731575,0.831124,-0.241722,-0.850079,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,92
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,21.86
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,83.65
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,92.96
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.28035,-0.467225,1.002774,-0.414821,0.507799,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,1.3
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.336673,-0.467402,-0.227384,-0.438797,0.735289,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,28.35
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.080986,0.067187,-0.713726,-0.46231,1.082324,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,40.18
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.345971,-0.54314,-0.255992,2.602441,0.487118,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,40.45
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,-1.624068,-1.057556,-0.799551,2.043338,0.833649,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,42.27
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.27445,-0.452184,1.088599,-0.519403,0.748404,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,0.91
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.331488,-0.45006,-0.112951,-0.52086,0.976398,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,62.16
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.306098,2.202713,-0.685117,-0.521092,1.322929,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,66.89
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.208472,-0.388744,1.918241,-0.452077,-1.431666,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,76.83
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.27749,-0.390691,0.859733,-0.370445,-1.200645,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,91.65
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,1.276634,0.731575,0.831124,-0.241722,-0.850079,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,66.37
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,2.53
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,47.17
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,52.44
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.28035,-0.467225,1.002774,-0.414821,0.507799,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,3.54
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.336673,-0.467402,-0.227384,-0.438797,0.735289,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,39.2
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.080986,0.067187,-0.713726,-0.46231,1.082324,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,45.88
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.345971,-0.54314,-0.255992,2.602441,0.487118,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,24.03
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,-1.624068,-1.057556,-0.799551,2.043338,0.833649,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,39.39
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.331488,-0.45006,-0.112951,-0.52086,0.976398,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,50.05
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.306098,2.202713,-0.685117,-0.521092,1.322929,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,74.62
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.208472,-0.388744,1.918241,-0.452077,-1.431666,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,54.58
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.27749,-0.390691,0.859733,-0.370445,-1.200645,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,74.82
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,1.276634,0.731575,0.831124,-0.241722,-0.850079,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,84.2
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,2.23
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,71.61
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,72.77
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.28035,-0.467225,1.002774,-0.414821,0.507799,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,4.28
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.336673,-0.467402,-0.227384,-0.438797,0.735289,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,40.44
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.080986,0.067187,-0.713726,-0.46231,1.082324,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,46.66
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.345971,-0.54314,-0.255992,2.602441,0.487118,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,46.65
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,-1.624068,-1.057556,-0.799551,2.043338,0.833649,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,45.97
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.331488,-0.45006,-0.112951,-0.52086,0.976398,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,72.38
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.306098,2.202713,-0.685117,-0.521092,1.322929,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,82.71
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.208472,-0.388744,1.918241,-0.452077,-1.431666,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,77.87
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.27749,-0.390691,0.859733,-0.370445,-1.200645,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,96.59
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,1.276634,0.731575,0.831124,-0.241722,-0.850079,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,97.95
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,3.5
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,89.32
0.432625,-0.443267,-0.698398,0.603809,0.008139,0.651549,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,89.22
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.28035,-0.467225,1.002774,-0.414821,0.507799,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,9.91
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.336673,-0.467402,-0.227384,-0.438797,0.735289,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,33.1
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.080986,0.067187,-0.713726,-0.46231,1.082324,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,39.92
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.291794,-0.545883,0.831124,1.281066,0.260132,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,0.3
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.345971,-0.54314,-0.255992,2.602441,0.487118,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,43.42
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,-1.624068,-1.057556,-0.799551,2.043338,0.833649,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,45.28
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.27445,-0.452184,1.088599,-0.519403,0.748404,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,0.86
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.331488,-0.45006,-0.112951,-0.52086,0.976398,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,68.85
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.306098,2.202713,-0.685117,-0.521092,1.322929,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,64.61
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.208472,-0.388744,1.918241,-0.452077,-1.431666,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,63.85
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.27749,-0.390691,0.859733,-0.370445,-1.200645,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,76.34
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,1.276634,0.731575,0.831124,-0.241722,-0.850079,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,73.14
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,4.5
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,40.88
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,1.203806,-0.718434,1.415642,1.3339,-0.389136,-0.199591,0.467447,-0.257966,40.32
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.28035,-0.467225,1.002774,-0.414821,0.507799,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,24.27
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.336673,-0.467402,-0.227384,-0.438797,0.735289,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,42.64
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.080986,0.067187,-0.713726,-0.46231,1.082324,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,47.6
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.291794,-0.545883,0.831124,1.281066,0.260132,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,0.35
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.345971,-0.54314,-0.255992,2.602441,0.487118,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,40.98
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,-1.624068,-1.057556,-0.799551,2.043338,0.833649,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,43.26
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.27445,-0.452184,1.088599,-0.519403,0.748404,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,1.5
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.331488,-0.45006,-0.112951,-0.52086,0.976398,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,68.07
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.306098,2.202713,-0.685117,-0.521092,1.322929,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,74.75
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.208472,-0.388744,1.918241,-0.452077,-1.431666,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,70.28
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.27749,-0.390691,0.859733,-0.370445,-1.200645,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,80.53
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,1.276634,0.731575,0.831124,-0.241722,-0.850079,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,85.27
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,21.95
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,72.59
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,-1.257498,-0.718434,-0.590997,1.3339,-0.389136,-0.199591,0.467447,-0.257966,77.03
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.28035,-0.467225,1.002774,-0.414821,0.507799,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,23.09
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.336673,-0.467402,-0.227384,-0.438797,0.735289,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,47.56
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.080986,0.067187,-0.713726,-0.46231,1.082324,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,46.76
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.291794,-0.545883,0.831124,1.281066,0.260132,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,0.61
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.345971,-0.54314,-0.255992,2.602441,0.487118,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,47.15
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,-1.624068,-1.057556,-0.799551,2.043338,0.833649,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,45.98
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.331488,-0.45006,-0.112951,-0.52086,0.976398,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,79.74
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.306098,2.202713,-0.685117,-0.521092,1.322929,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,80.79
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.208472,-0.388744,1.918241,-0.452077,-1.431666,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,84.69
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.27749,-0.390691,0.859733,-0.370445,-1.200645,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,91.06
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,1.276634,0.731575,0.831124,-0.241722,-0.850079,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,98.18
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.378334,-0.501466,-0.170167,-0.514799,-1.429649,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,23.84
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,0.434656,-0.496954,-1.228676,-0.51821,-1.201654,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,86.41
-0.105484,-0.505119,0.471558,0.603809,0.008139,0.639515,-3.000127,2.394801,-1.886667,-0.517714,-0.854114,0.042292,1.391542,-0.806544,1.3339,-0.389136,-0.199591,0.467447,-0.257966,87.55
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.28035,-0.467225,1.002774,-0.414821,0.507799,1.203806,-0.718434,1.415642,0.261463,1.445703,-0.702741,0.017286,-0.576701,6.58
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.336673,-0.467402,-0.227384,-0.438797,0.735289,1.203806,-0.718434,1.415642,0.261463,1.445703,-0.702741,0.017286,-0.576701,8.74
-0.752083,0.000003,-0.603721,-0.869706,-0.20607,-0.443595,0.080986,0.067187,-0.713726,-0.46231,1.082324,1.203806,-0.718434,1.415642,0.261463,1.445703,-0.702741,0.017286,-0.576701,9.94
