 additive_.C5_NMR_shift , additive_.C5_electrostatic_charge , additive_.N1_electrostatic_charge , additive_electronegativity , additive_ovality , additive_surface_area , aryl_halide_.C1_NMR_shift , aryl_halide_.C2_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_.H3_electrostatic_charge , aryl_halide_V2_frequency , aryl_halide_V2_intensity , aryl_halide_V3_frequency , aryl_halide_hardness , base_.N1_electrostatic_charge , base_electronegativity , ligand_.C10_NMR_shift , ligand_.C11_electrostatic_charge , ligand_.C12_electrostatic_charge , ligand_.C17_NMR_shift , ligand_.C1_electrostatic_charge , ligand_.C6_NMR_shift , ligand_.C6_electrostatic_charge , ligand_.C9_NMR_shift , ligand_.H11_electrostatic_charge , ligand_.H9_NMR_shift , ligand_.H9_electrostatic_charge , ligand_V10_frequency , ligand_V10_intensity , ligand_V1_intensity , ligand_V3_frequency , ligand_V6_intensity , yield 
-1.852966,-1.11637,0.804277,-0.79315,-0.479698,-0.171239,-0.645694,-3.000127,2.394801,1.070373,-0.716429,-0.517714,-1.137711,-0.265452,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,88.4
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.570986,0.28035,-0.467225,0.082068,0.293298,-0.414821,0.794127,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,7.02
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.568563,0.336673,-0.467402,0.238116,0.254299,-0.438797,0.522362,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,32.41
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.33689,0.080986,0.067187,0.264124,0.209824,-0.46231,-0.191327,-0.280068,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,34.6
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.539816,0.291794,-0.545883,1.122389,0.286935,1.281066,0.48661,-0.280068,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,0.52
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.534041,0.345971,-0.54314,0.862309,3.314976,2.602441,3.134349,3.695556,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,38.44
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,-1.402122,-1.624068,-1.057556,1.330453,0.206843,2.043338,-0.479186,-0.280068,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,50.9
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.556549,0.27445,-0.452184,-0.282045,0.416006,-0.519403,0.170985,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,5.43
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.553146,0.331488,-0.45006,-0.178013,-0.839555,-0.52086,-0.137391,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,70.23
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,-0.66387,0.306098,2.202713,-0.099988,-0.847995,-0.521092,-0.906121,-0.280068,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,73.44
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.608885,0.208472,-0.388744,-1.53043,-0.299728,-0.452077,-0.002738,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,68.99
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.615098,0.27749,-0.390691,-1.738495,-0.374495,-0.370445,-0.221181,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,87.93
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,-2.887677,1.276634,0.731575,-1.894543,-0.479017,-0.241722,-0.914721,-0.280068,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,89.47
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.557348,0.378334,-0.501466,0.602228,-0.605928,-0.514799,-0.282365,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,6.16
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.555311,0.434656,-0.496954,0.654244,-0.647841,-0.51821,-0.559904,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,4.81
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,-0.645694,-3.000127,2.394801,1.070373,-0.716429,-0.517714,-1.137711,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,4.59
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.570986,0.28035,-0.467225,0.082068,0.293298,-0.414821,0.794127,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,25.85
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.568563,0.336673,-0.467402,0.238116,0.254299,-0.438797,0.522362,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,48.48
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.33689,0.080986,0.067187,0.264124,0.209824,-0.46231,-0.191327,-0.280068,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,47.29
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.539816,0.291794,-0.545883,1.122389,0.286935,1.281066,0.48661,-0.280068,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,0.68
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.534041,0.345971,-0.54314,0.862309,3.314976,2.602441,3.134349,3.695556,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,40.82
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,-1.402122,-1.624068,-1.057556,1.330453,0.206843,2.043338,-0.479186,-0.280068,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,45.5
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.556549,0.27445,-0.452184,-0.282045,0.416006,-0.519403,0.170985,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,2.46
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.553146,0.331488,-0.45006,-0.178013,-0.839555,-0.52086,-0.137391,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,73.58
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,-0.66387,0.306098,2.202713,-0.099988,-0.847995,-0.521092,-0.906121,-0.280068,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,79.18
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.608885,0.208472,-0.388744,-1.53043,-0.299728,-0.452077,-0.002738,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,78.17
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.615098,0.27749,-0.390691,-1.738495,-0.374495,-0.370445,-0.221181,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,84.44
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,-2.887677,1.276634,0.731575,-1.894543,-0.479017,-0.241722,-0.914721,-0.280068,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,91.21
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.557348,0.378334,-0.501466,0.602228,-0.605928,-0.514799,-0.282365,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,40.48
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.555311,0.434656,-0.496954,0.654244,-0.647841,-0.51821,-0.559904,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,78.37
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.570986,0.28035,-0.467225,0.082068,0.293298,-0.414821,0.794127,-0.265452,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,23.89
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.568563,0.336673,-0.467402,0.238116,0.254299,-0.438797,0.522362,-0.265452,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,46.8
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.33689,0.080986,0.067187,0.264124,0.209824,-0.46231,-0.191327,-0.280068,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,46.14
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.539816,0.291794,-0.545883,1.122389,0.286935,1.281066,0.48661,-0.280068,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,0.81
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.534041,0.345971,-0.54314,0.862309,3.314976,2.602441,3.134349,3.695556,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,34.83
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,-1.402122,-1.624068,-1.057556,1.330453,0.206843,2.043338,-0.479186,-0.280068,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,44.26
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.556549,0.27445,-0.452184,-0.282045,0.416006,-0.519403,0.170985,-0.265452,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,9.03
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.553146,0.331488,-0.45006,-0.178013,-0.839555,-0.52086,-0.137391,-0.265452,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,74.24
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,-0.66387,0.306098,2.202713,-0.099988,-0.847995,-0.521092,-0.906121,-0.280068,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,78.11
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.608885,0.208472,-0.388744,-1.53043,-0.299728,-0.452077,-0.002738,-0.265452,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,86.12
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.615098,0.27749,-0.390691,-1.738495,-0.374495,-0.370445,-0.221181,-0.265452,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,87.96
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,-2.887677,1.276634,0.731575,-1.894543,-0.479017,-0.241722,-0.914721,-0.280068,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,92.35
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.557348,0.378334,-0.501466,0.602228,-0.605928,-0.514799,-0.282365,-0.265452,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,42.38
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,0.555311,0.434656,-0.496954,0.654244,-0.647841,-0.51821,-0.559904,-0.265452,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,89.59
-1.048556,-0.884518,0.315726,-0.211027,-0.467664,-0.168151,-0.645694,-3.000127,2.394801,1.070373,-0.716429,-0.517714,-1.137711,-0.265452,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,88.35
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.570986,0.28035,-0.467225,0.082068,0.293298,-0.414821,0.794127,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,1.04
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.568563,0.336673,-0.467402,0.238116,0.254299,-0.438797,0.522362,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,23.78
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.33689,0.080986,0.067187,0.264124,0.209824,-0.46231,-0.191327,-0.280068,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,28.58
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.534041,0.345971,-0.54314,0.862309,3.314976,2.602441,3.134349,3.695556,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,44.73
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,-1.402122,-1.624068,-1.057556,1.330453,0.206843,2.043338,-0.479186,-0.280068,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,37.41
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.556549,0.27445,-0.452184,-0.282045,0.416006,-0.519403,0.170985,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,7.26
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.553146,0.331488,-0.45006,-0.178013,-0.839555,-0.52086,-0.137391,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,68.29
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,-0.66387,0.306098,2.202713,-0.099988,-0.847995,-0.521092,-0.906121,-0.280068,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,71.55
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.608885,0.208472,-0.388744,-1.53043,-0.299728,-0.452077,-0.002738,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,69.08
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.615098,0.27749,-0.390691,-1.738495,-0.374495,-0.370445,-0.221181,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,88.31
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,-2.887677,1.276634,0.731575,-1.894543,-0.479017,-0.241722,-0.914721,-0.280068,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,92.9
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.557348,0.378334,-0.501466,0.602228,-0.605928,-0.514799,-0.282365,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,1.69
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.555311,0.434656,-0.496954,0.654244,-0.647841,-0.51821,-0.559904,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,0.96
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,-0.645694,-3.000127,2.394801,1.070373,-0.716429,-0.517714,-1.137711,-0.265452,-0.519769,-0.922213,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,0.6
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.570986,0.28035,-0.467225,0.082068,0.293298,-0.414821,0.794127,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,13.5
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.568563,0.336673,-0.467402,0.238116,0.254299,-0.438797,0.522362,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,48.5
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.33689,0.080986,0.067187,0.264124,0.209824,-0.46231,-0.191327,-0.280068,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,50.86
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.534041,0.345971,-0.54314,0.862309,3.314976,2.602441,3.134349,3.695556,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,47.58
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,-1.402122,-1.624068,-1.057556,1.330453,0.206843,2.043338,-0.479186,-0.280068,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,54.42
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.553146,0.331488,-0.45006,-0.178013,-0.839555,-0.52086,-0.137391,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,77.66
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,-0.66387,0.306098,2.202713,-0.099988,-0.847995,-0.521092,-0.906121,-0.280068,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,81.48
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.608885,0.208472,-0.388744,-1.53043,-0.299728,-0.452077,-0.002738,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,63.41
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.615098,0.27749,-0.390691,-1.738495,-0.374495,-0.370445,-0.221181,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,77.47
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,-2.887677,1.276634,0.731575,-1.894543,-0.479017,-0.241722,-0.914721,-0.280068,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,90.37
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.557348,0.378334,-0.501466,0.602228,-0.605928,-0.514799,-0.282365,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,13.89
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.555311,0.434656,-0.496954,0.654244,-0.647841,-0.51821,-0.559904,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,81.62
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,-0.645694,-3.000127,2.394801,1.070373,-0.716429,-0.517714,-1.137711,-0.265452,-0.901301,1.403618,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,83.34
-1.238589,-1.193654,-1.021362,-0.211027,-1.4906,-1.41732,0.570986,0.28035,-0.467225,0.082068,0.293298,-0.414821,0.794127,-0.265452,1.374737,-0.457047,-0.769,-1.664873,1.3339,0.456348,-0.199591,-1.012481,-1.184662,0.505301,0.967334,-0.457682,-0.257966,-0.697516,-0.580097,-1.057037,-1.01185,0.880343,18.22
