 additive_.C3_electrostatic_charge , additive_E_LUMO , additive_molecular_weight , additive_ovality , aryl_halide_.C1_NMR_shift , aryl_halide_.C2_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_E_LUMO , aryl_halide_V2_intensity , aryl_halide_hardness , aryl_halide_ovality , base_hardness , ligand_.C11_electrostatic_charge , ligand_.C15_electrostatic_charge , ligand_.C16_electrostatic_charge , ligand_.C17_NMR_shift , ligand_.C17_electrostatic_charge , ligand_.C5_NMR_shift , ligand_.C8_electrostatic_charge , ligand_.H11_electrostatic_charge , ligand_.P1_electrostatic_charge , ligand_V1_intensity , ligand_V2_intensity , ligand_V3_frequency , ligand_V5_frequency , ligand_V7_intensity , ligand_V8_intensity , yield 
0.1969,0.094155,-0.20607,-0.467664,0.539816,0.291794,-0.545883,0.523224,1.281066,-0.280068,0.279589,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,1.4
0.1969,0.094155,-0.20607,-0.467664,0.534041,0.345971,-0.54314,-3.663073,2.602441,3.695556,0.479012,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,50.58
0.1969,0.094155,-0.20607,-0.467664,-1.402122,-1.624068,-1.057556,0.336314,2.043338,-0.280068,0.722752,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,51.23
0.1969,0.094155,-0.20607,-0.467664,0.556549,0.27445,-0.452184,0.540554,-0.519403,-0.265452,0.811385,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,6.59
0.1969,0.094155,-0.20607,-0.467664,0.553146,0.331488,-0.45006,0.526938,-0.52086,-0.265452,0.98865,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,83.1
0.1969,0.094155,-0.20607,-0.467664,-0.66387,0.306098,2.202713,0.315271,-0.521092,-0.280068,1.232389,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,79.26
0.1969,0.094155,-0.20607,-0.467664,0.608885,0.208472,-0.388744,0.205105,-0.452077,-0.265452,-1.40443,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,86.19
0.1969,0.094155,-0.20607,-0.467664,0.615098,0.27749,-0.390691,0.1853,-0.370445,-0.265452,-1.160691,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,91.27
0.1969,0.094155,-0.20607,-0.467664,-2.887677,1.276634,0.731575,0.195203,-0.241722,-0.280068,-0.894793,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,95.39
0.1969,0.094155,-0.20607,-0.467664,0.557348,0.378334,-0.501466,0.198916,-0.514799,-0.265452,-1.426589,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,63.26
0.1969,0.094155,-0.20607,-0.467664,0.555311,0.434656,-0.496954,0.186538,-0.51821,-0.265452,-1.205007,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,94.88
0.1969,0.094155,-0.20607,-0.467664,-0.645694,-3.000127,2.394801,0.180349,-0.517714,-0.265452,-0.939109,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,93.42
1.481646,1.442175,-1.53675,-1.4906,0.570986,0.28035,-0.467225,0.179111,-0.414821,-0.265452,0.634119,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,31.76
1.481646,1.442175,-1.53675,-1.4906,0.568563,0.336673,-0.467402,0.158068,-0.438797,-0.265452,0.833543,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,47.94
1.481646,1.442175,-1.53675,-1.4906,0.33689,0.080986,0.067187,0.138263,-0.46231,-0.280068,1.055124,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,42.81
1.481646,1.442175,-1.53675,-1.4906,0.539816,0.291794,-0.545883,0.523224,1.281066,-0.280068,0.279589,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,0.4
1.481646,1.442175,-1.53675,-1.4906,0.534041,0.345971,-0.54314,-3.663073,2.602441,3.695556,0.479012,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,45.58
1.481646,1.442175,-1.53675,-1.4906,-1.402122,-1.624068,-1.057556,0.336314,2.043338,-0.280068,0.722752,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,49.32
1.481646,1.442175,-1.53675,-1.4906,0.556549,0.27445,-0.452184,0.540554,-0.519403,-0.265452,0.811385,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,3.62
1.481646,1.442175,-1.53675,-1.4906,0.553146,0.331488,-0.45006,0.526938,-0.52086,-0.265452,0.98865,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,75.31
1.481646,1.442175,-1.53675,-1.4906,-0.66387,0.306098,2.202713,0.315271,-0.521092,-0.280068,1.232389,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,67.19
1.481646,1.442175,-1.53675,-1.4906,0.608885,0.208472,-0.388744,0.205105,-0.452077,-0.265452,-1.40443,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,54.63
1.481646,1.442175,-1.53675,-1.4906,0.615098,0.27749,-0.390691,0.1853,-0.370445,-0.265452,-1.160691,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,63.15
1.481646,1.442175,-1.53675,-1.4906,-2.887677,1.276634,0.731575,0.195203,-0.241722,-0.280068,-0.894793,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,63.84
1.481646,1.442175,-1.53675,-1.4906,0.557348,0.378334,-0.501466,0.198916,-0.514799,-0.265452,-1.426589,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,20.39
1.481646,1.442175,-1.53675,-1.4906,0.570986,0.28035,-0.467225,0.179111,-0.414821,-0.265452,0.634119,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,34.31
1.481646,1.442175,-1.53675,-1.4906,0.568563,0.336673,-0.467402,0.158068,-0.438797,-0.265452,0.833543,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,52.55
1.481646,1.442175,-1.53675,-1.4906,0.33689,0.080986,0.067187,0.138263,-0.46231,-0.280068,1.055124,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,52.38
1.481646,1.442175,-1.53675,-1.4906,0.539816,0.291794,-0.545883,0.523224,1.281066,-0.280068,0.279589,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,0.7
1.481646,1.442175,-1.53675,-1.4906,0.534041,0.345971,-0.54314,-3.663073,2.602441,3.695556,0.479012,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,43.18
1.481646,1.442175,-1.53675,-1.4906,-1.402122,-1.624068,-1.057556,0.336314,2.043338,-0.280068,0.722752,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,52.56
1.481646,1.442175,-1.53675,-1.4906,0.556549,0.27445,-0.452184,0.540554,-0.519403,-0.265452,0.811385,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,3.01
1.481646,1.442175,-1.53675,-1.4906,0.553146,0.331488,-0.45006,0.526938,-0.52086,-0.265452,0.98865,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,80.58
1.481646,1.442175,-1.53675,-1.4906,-0.66387,0.306098,2.202713,0.315271,-0.521092,-0.280068,1.232389,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,81.02
1.481646,1.442175,-1.53675,-1.4906,0.608885,0.208472,-0.388744,0.205105,-0.452077,-0.265452,-1.40443,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,76.64
1.481646,1.442175,-1.53675,-1.4906,0.615098,0.27749,-0.390691,0.1853,-0.370445,-0.265452,-1.160691,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,88.44
1.481646,1.442175,-1.53675,-1.4906,-2.887677,1.276634,0.731575,0.195203,-0.241722,-0.280068,-0.894793,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,90.23
1.481646,1.442175,-1.53675,-1.4906,0.557348,0.378334,-0.501466,0.198916,-0.514799,-0.265452,-1.426589,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,30.76
1.481646,1.442175,-1.53675,-1.4906,0.555311,0.434656,-0.496954,0.186538,-0.51821,-0.265452,-1.205007,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,85.68
1.481646,1.442175,-1.53675,-1.4906,-0.645694,-3.000127,2.394801,0.180349,-0.517714,-0.265452,-0.939109,-0.718434,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,86.97
1.481646,1.442175,-1.53675,-1.4906,0.570986,0.28035,-0.467225,0.179111,-0.414821,-0.265452,0.634119,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,34.97
1.481646,1.442175,-1.53675,-1.4906,0.539816,0.291794,-0.545883,0.523224,1.281066,-0.280068,0.279589,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,0.98
1.481646,1.442175,-1.53675,-1.4906,0.534041,0.345971,-0.54314,-3.663073,2.602441,3.695556,0.479012,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,44.07
1.481646,1.442175,-1.53675,-1.4906,-1.402122,-1.624068,-1.057556,0.336314,2.043338,-0.280068,0.722752,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,48.94
1.481646,1.442175,-1.53675,-1.4906,0.556549,0.27445,-0.452184,0.540554,-0.519403,-0.265452,0.811385,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,3.89
1.481646,1.442175,-1.53675,-1.4906,0.553146,0.331488,-0.45006,0.526938,-0.52086,-0.265452,0.98865,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,79.06
1.481646,1.442175,-1.53675,-1.4906,-0.66387,0.306098,2.202713,0.315271,-0.521092,-0.280068,1.232389,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,79.64
1.481646,1.442175,-1.53675,-1.4906,0.608885,0.208472,-0.388744,0.205105,-0.452077,-0.265452,-1.40443,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,86
1.481646,1.442175,-1.53675,-1.4906,0.615098,0.27749,-0.390691,0.1853,-0.370445,-0.265452,-1.160691,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,92.14
1.481646,1.442175,-1.53675,-1.4906,-2.887677,1.276634,0.731575,0.195203,-0.241722,-0.280068,-0.894793,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,91.51
1.481646,1.442175,-1.53675,-1.4906,0.557348,0.378334,-0.501466,0.198916,-0.514799,-0.265452,-1.426589,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,30.84
1.481646,1.442175,-1.53675,-1.4906,0.555311,0.434656,-0.496954,0.186538,-0.51821,-0.265452,-1.205007,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,92.72
1.481646,1.442175,-1.53675,-1.4906,-0.645694,-3.000127,2.394801,0.180349,-0.517714,-0.265452,-0.939109,1.391542,0.21766,1.598463,0.283227,-1.173794,0.254939,-0.904673,-1.666517,-1.64154,-1.110972,-0.475889,-0.591651,-0.427414,-0.8667,-1.401917,-0.775337,92.26
-0.943086,0.393715,-0.20607,-0.479698,0.570986,0.28035,-0.467225,0.179111,-0.414821,-0.265452,0.634119,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,9.32
-0.943086,0.393715,-0.20607,-0.479698,0.568563,0.336673,-0.467402,0.158068,-0.438797,-0.265452,0.833543,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,13.23
-0.943086,0.393715,-0.20607,-0.479698,0.33689,0.080986,0.067187,0.138263,-0.46231,-0.280068,1.055124,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,12.66
-0.943086,0.393715,-0.20607,-0.479698,0.539816,0.291794,-0.545883,0.523224,1.281066,-0.280068,0.279589,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,0.86
-0.943086,0.393715,-0.20607,-0.479698,0.534041,0.345971,-0.54314,-3.663073,2.602441,3.695556,0.479012,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,11.13
-0.943086,0.393715,-0.20607,-0.479698,-1.402122,-1.624068,-1.057556,0.336314,2.043338,-0.280068,0.722752,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,11.34
-0.943086,0.393715,-0.20607,-0.479698,0.556549,0.27445,-0.452184,0.540554,-0.519403,-0.265452,0.811385,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,3.85
-0.943086,0.393715,-0.20607,-0.479698,0.553146,0.331488,-0.45006,0.526938,-0.52086,-0.265452,0.98865,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,26.56
-0.943086,0.393715,-0.20607,-0.479698,-0.66387,0.306098,2.202713,0.315271,-0.521092,-0.280068,1.232389,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,25.42
-0.943086,0.393715,-0.20607,-0.479698,0.608885,0.208472,-0.388744,0.205105,-0.452077,-0.265452,-1.40443,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,23.7
-0.943086,0.393715,-0.20607,-0.479698,0.615098,0.27749,-0.390691,0.1853,-0.370445,-0.265452,-1.160691,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,25.96
-0.943086,0.393715,-0.20607,-0.479698,-2.887677,1.276634,0.731575,0.195203,-0.241722,-0.280068,-0.894793,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,35.8
-0.943086,0.393715,-0.20607,-0.479698,0.557348,0.378334,-0.501466,0.198916,-0.514799,-0.265452,-1.426589,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,66.85
-0.943086,0.393715,-0.20607,-0.479698,0.555311,0.434656,-0.496954,0.186538,-0.51821,-0.265452,-1.205007,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,70.57
-0.943086,0.393715,-0.20607,-0.479698,-0.645694,-3.000127,2.394801,0.180349,-0.517714,-0.265452,-0.939109,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,66.64
-0.943086,0.393715,-0.20607,-0.479698,0.570986,0.28035,-0.467225,0.179111,-0.414821,-0.265452,0.634119,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,3.47
-0.943086,0.393715,-0.20607,-0.479698,0.568563,0.336673,-0.467402,0.158068,-0.438797,-0.265452,0.833543,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,31.18
-0.943086,0.393715,-0.20607,-0.479698,0.33689,0.080986,0.067187,0.138263,-0.46231,-0.280068,1.055124,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,44.26
-0.943086,0.393715,-0.20607,-0.479698,0.534041,0.345971,-0.54314,-3.663073,2.602441,3.695556,0.479012,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,11.31
-0.943086,0.393715,-0.20607,-0.479698,-1.402122,-1.624068,-1.057556,0.336314,2.043338,-0.280068,0.722752,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,33.79
-0.943086,0.393715,-0.20607,-0.479698,0.553146,0.331488,-0.45006,0.526938,-0.52086,-0.265452,0.98865,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,36.54
-0.943086,0.393715,-0.20607,-0.479698,-0.66387,0.306098,2.202713,0.315271,-0.521092,-0.280068,1.232389,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,78.51
-0.943086,0.393715,-0.20607,-0.479698,0.608885,0.208472,-0.388744,0.205105,-0.452077,-0.265452,-1.40443,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,32.19
-0.943086,0.393715,-0.20607,-0.479698,0.615098,0.27749,-0.390691,0.1853,-0.370445,-0.265452,-1.160691,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,55.46
-0.943086,0.393715,-0.20607,-0.479698,-2.887677,1.276634,0.731575,0.195203,-0.241722,-0.280068,-0.894793,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,81.64
-0.943086,0.393715,-0.20607,-0.479698,0.557348,0.378334,-0.501466,0.198916,-0.514799,-0.265452,-1.426589,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,4.55
-0.943086,0.393715,-0.20607,-0.479698,0.555311,0.434656,-0.496954,0.186538,-0.51821,-0.265452,-1.205007,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,60.55
-0.943086,0.393715,-0.20607,-0.479698,-0.645694,-3.000127,2.394801,0.180349,-0.517714,-0.265452,-0.939109,-0.718434,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,71.15
-0.943086,0.393715,-0.20607,-0.479698,0.570986,0.28035,-0.467225,0.179111,-0.414821,-0.265452,0.634119,1.391542,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,22.42
-0.943086,0.393715,-0.20607,-0.479698,0.568563,0.336673,-0.467402,0.158068,-0.438797,-0.265452,0.833543,1.391542,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,41.46
-0.943086,0.393715,-0.20607,-0.479698,0.33689,0.080986,0.067187,0.138263,-0.46231,-0.280068,1.055124,1.391542,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,54.25
-0.943086,0.393715,-0.20607,-0.479698,0.539816,0.291794,-0.545883,0.523224,1.281066,-0.280068,0.279589,1.391542,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,1.58
-0.943086,0.393715,-0.20607,-0.479698,0.534041,0.345971,-0.54314,-3.663073,2.602441,3.695556,0.479012,1.391542,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,20.76
-0.943086,0.393715,-0.20607,-0.479698,-1.402122,-1.624068,-1.057556,0.336314,2.043338,-0.280068,0.722752,1.391542,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,36.06
-0.943086,0.393715,-0.20607,-0.479698,0.556549,0.27445,-0.452184,0.540554,-0.519403,-0.265452,0.811385,1.391542,-1.664873,-1.101038,1.19396,0.456348,-0.389136,1.000033,0.785907,0.967334,0.716359,-1.057037,1.672936,-1.01185,-0.408976,0.572875,0.182111,7.81
