 additive_.C3_electrostatic_charge , additive_.C4_NMR_shift , additive_.O1_electrostatic_charge , additive_E_HOMO , additive_electronegativity , additive_hardness , additive_ovality , additive_surface_area , aryl_halide_.C2_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_.H2_NMR_shift , aryl_halide_.H3_electrostatic_charge , aryl_halide_V1_frequency , aryl_halide_V1_intensity , aryl_halide_molecular_volume , aryl_halide_ovality , aryl_halide_surface_area , base_.N1_electrostatic_charge , base_E_LUMO , base_dipole_moment , ligand_.C12_electrostatic_charge , ligand_.C13_NMR_shift , ligand_.C13_electrostatic_charge , ligand_.C14_NMR_shift , ligand_.C14_electrostatic_charge , ligand_.C15_NMR_shift , ligand_.C15_electrostatic_charge , ligand_.C16_electrostatic_charge , ligand_.C17_electrostatic_charge , ligand_.C2_NMR_shift , ligand_.C2_electrostatic_charge , ligand_.C5_electrostatic_charge , ligand_.C6_electrostatic_charge , ligand_.H11_electrostatic_charge , ligand_.H3_NMR_shift , ligand_.H3_electrostatic_charge , ligand_.H9_NMR_shift , ligand_V10_intensity , ligand_V2_intensity , ligand_V3_frequency , ligand_V9_intensity , yield 
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,1.276634,0.731575,1.019317,-1.894543,-0.20189,-0.728911,-0.850079,-0.894793,-0.864323,-0.519769,0.830295,1.30054,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,92.9
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.378334,-0.501466,-0.719073,0.602228,-0.30727,1.846051,-1.429649,-1.426589,-1.423683,-0.519769,0.830295,1.30054,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,1.69
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.434656,-0.496954,-0.718146,0.654244,-0.311306,1.768157,-1.201654,-1.205007,-1.201472,-0.519769,0.830295,1.30054,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,0.96
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,-3.000127,2.394801,0.892294,1.070373,-0.310386,1.926564,-0.854114,-0.939109,-0.880127,-0.519769,0.830295,1.30054,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,0.6
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.28035,-0.467225,-0.71963,0.082068,-0.242168,-0.421392,0.507799,0.634119,0.538386,-0.901301,-1.421259,-1.145639,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,13.5
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.336673,-0.467402,-0.718703,0.238116,-0.24992,-0.375834,0.735289,0.833543,0.759639,-0.901301,-1.421259,-1.145639,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,48.5
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.080986,0.067187,1.572531,0.264124,-0.260124,-0.382903,1.082324,1.055124,1.080505,-0.901301,-1.421259,-1.145639,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,50.86
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.345971,-0.54314,-0.719877,0.862309,3.690313,0.815621,0.487118,0.479012,0.481396,-0.901301,-1.421259,-1.145639,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,47.58
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,-1.624068,-1.057556,1.42066,1.330453,-0.383154,-0.784288,0.833649,0.722752,0.801304,-0.901301,-1.421259,-1.145639,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,54.42
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.331488,-0.45006,-0.719877,-0.178013,-0.270149,-0.459095,0.976398,0.98865,0.984724,-0.901301,-1.421259,-1.145639,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,77.66
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.306098,2.202713,1.768844,-0.099988,-0.279797,-0.480173,1.322929,1.232389,1.304631,-0.901301,-1.421259,-1.145639,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,81.48
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.208472,-0.388744,-0.72099,-1.53043,-0.182975,-0.795154,-1.431666,-1.40443,-1.421767,-0.901301,-1.421259,-1.145639,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,63.41
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.27749,-0.390691,-0.720186,-1.738495,-0.200008,-0.778135,-1.200645,-1.160691,-1.192851,-0.901301,-1.421259,-1.145639,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,77.47
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,1.276634,0.731575,1.019317,-1.894543,-0.20189,-0.728911,-0.850079,-0.894793,-0.864323,-0.901301,-1.421259,-1.145639,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,90.37
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.378334,-0.501466,-0.719073,0.602228,-0.30727,1.846051,-1.429649,-1.426589,-1.423683,-0.901301,-1.421259,-1.145639,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,13.89
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.434656,-0.496954,-0.718146,0.654244,-0.311306,1.768157,-1.201654,-1.205007,-1.201472,-0.901301,-1.421259,-1.145639,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,81.62
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,-3.000127,2.394801,0.892294,1.070373,-0.310386,1.926564,-0.854114,-0.939109,-0.880127,-0.901301,-1.421259,-1.145639,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,83.34
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.28035,-0.467225,-0.71963,0.082068,-0.242168,-0.421392,0.507799,0.634119,0.538386,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,18.22
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.336673,-0.467402,-0.718703,0.238116,-0.24992,-0.375834,0.735289,0.833543,0.759639,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,49.52
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.080986,0.067187,1.572531,0.264124,-0.260124,-0.382903,1.082324,1.055124,1.080505,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,47.68
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.291794,-0.545883,-0.720804,1.122389,-0.364317,-0.790703,0.260132,0.279589,0.260142,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,0.35
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.345971,-0.54314,-0.719877,0.862309,3.690313,0.815621,0.487118,0.479012,0.481396,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,48.43
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,-1.624068,-1.057556,1.42066,1.330453,-0.383154,-0.784288,0.833649,0.722752,0.801304,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,43.58
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.27445,-0.452184,-0.720681,-0.282045,-0.25727,-0.477554,0.748404,0.811385,0.762991,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,4.23
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.331488,-0.45006,-0.719877,-0.178013,-0.270149,-0.459095,0.976398,0.98865,0.984724,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,79.46
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.306098,2.202713,1.768844,-0.099988,-0.279797,-0.480173,1.322929,1.232389,1.304631,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,79.06
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.208472,-0.388744,-0.72099,-1.53043,-0.182975,-0.795154,-1.431666,-1.40443,-1.421767,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,87.76
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.27749,-0.390691,-0.720186,-1.738495,-0.200008,-0.778135,-1.200645,-1.160691,-1.192851,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,93.03
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,1.276634,0.731575,1.019317,-1.894543,-0.20189,-0.728911,-0.850079,-0.894793,-0.864323,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,98.85
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.378334,-0.501466,-0.719073,0.602228,-0.30727,1.846051,-1.429649,-1.426589,-1.423683,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,14.59
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,0.434656,-0.496954,-0.718146,0.654244,-0.311306,1.768157,-1.201654,-1.205007,-1.201472,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,93.75
1.481646,-0.024117,0.300023,-0.725034,-0.211027,2.077323,-1.4906,-1.41732,-3.000127,2.394801,0.892294,1.070373,-0.310386,1.926564,-0.854114,-0.939109,-0.880127,1.374737,0.563444,-0.15966,1.3339,1.174377,-0.279217,0.595751,1.486108,0.759878,-1.101038,1.19396,-0.389136,0.975359,0.982121,1.092969,-1.184662,0.967334,-0.978778,0.826012,-0.457682,-0.580097,1.672936,-1.01185,-0.576873,93.1
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.28035,-0.467225,-0.71963,0.082068,-0.242168,-0.421392,0.507799,0.634119,0.538386,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,9.06
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.336673,-0.467402,-0.718703,0.238116,-0.24992,-0.375834,0.735289,0.833543,0.759639,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,13.52
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.080986,0.067187,1.572531,0.264124,-0.260124,-0.382903,1.082324,1.055124,1.080505,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,13.85
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.291794,-0.545883,-0.720804,1.122389,-0.364317,-0.790703,0.260132,0.279589,0.260142,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,1.86
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.345971,-0.54314,-0.719877,0.862309,3.690313,0.815621,0.487118,0.479012,0.481396,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,13.89
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,-1.624068,-1.057556,1.42066,1.330453,-0.383154,-0.784288,0.833649,0.722752,0.801304,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,16.72
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.27445,-0.452184,-0.720681,-0.282045,-0.25727,-0.477554,0.748404,0.811385,0.762991,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,6.26
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.331488,-0.45006,-0.719877,-0.178013,-0.270149,-0.459095,0.976398,0.98865,0.984724,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,23.32
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.306098,2.202713,1.768844,-0.099988,-0.279797,-0.480173,1.322929,1.232389,1.304631,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,26.39
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.208472,-0.388744,-0.72099,-1.53043,-0.182975,-0.795154,-1.431666,-1.40443,-1.421767,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,19.28
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.27749,-0.390691,-0.720186,-1.738495,-0.200008,-0.778135,-1.200645,-1.160691,-1.192851,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,20.16
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,1.276634,0.731575,1.019317,-1.894543,-0.20189,-0.728911,-0.850079,-0.894793,-0.864323,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,27.25
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.378334,-0.501466,-0.719073,0.602228,-0.30727,1.846051,-1.429649,-1.426589,-1.423683,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,68.47
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.434656,-0.496954,-0.718146,0.654244,-0.311306,1.768157,-1.201654,-1.205007,-1.201472,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,71.41
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,-3.000127,2.394801,0.892294,1.070373,-0.310386,1.926564,-0.854114,-0.939109,-0.880127,-0.519769,0.830295,1.30054,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,68.57
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.28035,-0.467225,-0.71963,0.082068,-0.242168,-0.421392,0.507799,0.634119,0.538386,-0.901301,-1.421259,-1.145639,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,3.31
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.336673,-0.467402,-0.718703,0.238116,-0.24992,-0.375834,0.735289,0.833543,0.759639,-0.901301,-1.421259,-1.145639,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,19.85
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.080986,0.067187,1.572531,0.264124,-0.260124,-0.382903,1.082324,1.055124,1.080505,-0.901301,-1.421259,-1.145639,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,35.66
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.345971,-0.54314,-0.719877,0.862309,3.690313,0.815621,0.487118,0.479012,0.481396,-0.901301,-1.421259,-1.145639,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,15.14
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,-1.624068,-1.057556,1.42066,1.330453,-0.383154,-0.784288,0.833649,0.722752,0.801304,-0.901301,-1.421259,-1.145639,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,47.46
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.27445,-0.452184,-0.720681,-0.282045,-0.25727,-0.477554,0.748404,0.811385,0.762991,-0.901301,-1.421259,-1.145639,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,0.62
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.331488,-0.45006,-0.719877,-0.178013,-0.270149,-0.459095,0.976398,0.98865,0.984724,-0.901301,-1.421259,-1.145639,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,27.3
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.306098,2.202713,1.768844,-0.099988,-0.279797,-0.480173,1.322929,1.232389,1.304631,-0.901301,-1.421259,-1.145639,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,67.48
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.208472,-0.388744,-0.72099,-1.53043,-0.182975,-0.795154,-1.431666,-1.40443,-1.421767,-0.901301,-1.421259,-1.145639,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,17.32
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,0.27749,-0.390691,-0.720186,-1.738495,-0.200008,-0.778135,-1.200645,-1.160691,-1.192851,-0.901301,-1.421259,-1.145639,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,16.26
-0.943086,1.901576,0.622714,0.513766,-0.79315,-0.132949,-0.479698,-0.171239,1.276634,0.731575,1.019317,-1.894543,-0.20189,-0.728911,-0.850079,-0.894793,-0.864323,-0.901301,-1.421259,-1.145639,0.261463,0.692006,0.18435,0.465763,-0.486573,0.897563,-0.27466,0.066217,1.445703,0.954364,0.93661,0.905261,-0.541304,0.465628,-1.029411,1.110058,-0.653141,-0.58353,-0.198362,-0.184761,0.895496,50.43
