 additive_.C5_NMR_shift , additive_.N1_electrostatic_charge , additive_.O1_electrostatic_charge , additive_V1_intensity , additive_dipole_moment , additive_hardness , additive_ovality , aryl_halide_.C2_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_.C4_NMR_shift , aryl_halide_.H3_electrostatic_charge , aryl_halide_E_LUMO , aryl_halide_V1_intensity , aryl_halide_V3_frequency , aryl_halide_dipole_moment , aryl_halide_electronegativity , aryl_halide_molecular_volume , aryl_halide_molecular_weight , aryl_halide_ovality , aryl_halide_surface_area , base_.N1_electrostatic_charge , base_E_HOMO , base_dipole_moment , base_molecular_volume , base_molecular_weight , base_ovality , ligand_.C10_NMR_shift , ligand_.C14_NMR_shift , ligand_.C15_electrostatic_charge , ligand_.C2_NMR_shift , ligand_.C2_electrostatic_charge , ligand_.C4_NMR_shift , ligand_.C8_NMR_shift , ligand_.C8_electrostatic_charge , ligand_.C9_NMR_shift , ligand_.C9_electrostatic_charge , ligand_.H11_electrostatic_charge , ligand_.H4_NMR_shift , ligand_.P1_electrostatic_charge , ligand_V10_frequency , ligand_V1_intensity , ligand_V2_intensity , ligand_V3_frequency , ligand_V5_intensity , yield 
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.27749,-0.390691,-0.455687,-1.738495,0.1853,-0.778135,-0.221181,1.421563,-0.256275,-1.200645,-0.617829,-1.160691,-1.192851,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,51.22
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,1.276634,0.731575,0.342904,-1.894543,0.195203,-0.728911,-0.914721,1.171973,-0.269317,-0.850079,0.43423,-0.894793,-0.864323,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,57.55
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.378334,-0.501466,-0.420459,0.602228,0.198916,1.846051,-0.282365,-0.23975,-0.256275,-1.429649,-1.613133,-1.426589,-1.423683,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,16.17
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.434656,-0.496954,-0.41983,0.654244,0.186538,1.768157,-0.559904,-0.242991,-0.256275,-1.201654,-0.617829,-1.205007,-1.201472,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,26.59
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,-3.000127,2.394801,-1.341182,1.070373,0.180349,1.926564,-1.137711,-0.352563,-0.269317,-0.854114,0.43423,-0.939109,-0.880127,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,40.41
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.28035,-0.467225,-0.44251,0.082068,0.179111,-0.421392,0.794127,-1.710721,-0.256275,0.507799,-0.1129,0.634119,0.538386,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,16.97
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.336673,-0.467402,-0.441532,0.238116,0.158068,-0.375834,0.522362,-1.729249,-0.256275,0.735289,0.882404,0.833543,0.759639,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,34.38
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.080986,0.067187,2.222539,0.264124,0.138263,-0.382903,-0.191327,-1.388835,-0.256275,1.082324,1.934463,1.055124,1.080505,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,43.58
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.291794,-0.545883,-0.408553,1.122389,0.523224,-0.790703,0.48661,0.658154,-0.295399,0.260132,-0.963015,0.279589,0.260142,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,0.83
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.345971,-0.54314,-0.407785,0.862309,-3.663073,0.815621,3.134349,0.74786,3.695162,0.487118,0.032177,0.479012,0.481396,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,13.34
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,-1.624068,-1.057556,0.416224,1.330453,0.336314,-0.784288,-0.479186,0.525511,-0.295399,0.833649,1.084348,0.722752,0.801304,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,26.96
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.27445,-0.452184,-0.427935,-0.282045,0.540554,-0.477554,0.170985,0.027862,-0.295399,0.748404,-1.007165,0.811385,0.762991,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,4.21
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.331488,-0.45006,-0.426873,-0.178013,0.526938,-0.459095,-0.137391,0.117611,-0.295399,0.976398,-0.011861,0.98865,0.984724,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,39.8
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.306098,2.202713,2.344377,-0.099988,0.315271,-0.480173,-0.906121,-0.141682,-0.282358,1.322929,1.040198,1.232389,1.304631,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,66.76
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.208472,-0.388744,-0.45633,-1.53043,0.205105,-0.795154,-0.002738,1.354264,-0.256275,-1.431666,-1.613133,-1.40443,-1.421767,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,38.14
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.27749,-0.390691,-0.455687,-1.738495,0.1853,-0.778135,-0.221181,1.421563,-0.256275,-1.200645,-0.617829,-1.160691,-1.192851,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,56.52
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,1.276634,0.731575,0.342904,-1.894543,0.195203,-0.728911,-0.914721,1.171973,-0.269317,-0.850079,0.43423,-0.894793,-0.864323,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,67.97
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.378334,-0.501466,-0.420459,0.602228,0.198916,1.846051,-0.282365,-0.23975,-0.256275,-1.429649,-1.613133,-1.426589,-1.423683,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,13.29
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,0.434656,-0.496954,-0.41983,0.654244,0.186538,1.768157,-0.559904,-0.242991,-0.256275,-1.201654,-0.617829,-1.205007,-1.201472,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,32.52
1.270578,0.572858,-0.31309,0.471558,2.172702,0.603809,0.639515,-3.000127,2.394801,-1.341182,1.070373,0.180349,1.926564,-1.137711,-0.352563,-0.269317,-0.854114,0.43423,-0.939109,-0.880127,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,0.263884,0.699741,-0.27466,-1.357145,-0.525429,0.969738,-0.859707,0.674433,0.780026,-0.492467,0.264945,0.926532,1.258717,1.721359,-0.061407,-0.896134,1.675731,-0.58927,47.33
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.28035,-0.467225,-0.44251,0.082068,0.179111,-0.421392,0.794127,-1.710721,-0.256275,0.507799,-0.1129,0.634119,0.538386,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,15.42
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.336673,-0.467402,-0.441532,0.238116,0.158068,-0.375834,0.522362,-1.729249,-0.256275,0.735289,0.882404,0.833543,0.759639,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,18.97
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.080986,0.067187,2.222539,0.264124,0.138263,-0.382903,-0.191327,-1.388835,-0.256275,1.082324,1.934463,1.055124,1.080505,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,16.82
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.291794,-0.545883,-0.408553,1.122389,0.523224,-0.790703,0.48661,0.658154,-0.295399,0.260132,-0.963015,0.279589,0.260142,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,2.66
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.345971,-0.54314,-0.407785,0.862309,-3.663073,0.815621,3.134349,0.74786,3.695162,0.487118,0.032177,0.479012,0.481396,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,16.05
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,-1.624068,-1.057556,0.416224,1.330453,0.336314,-0.784288,-0.479186,0.525511,-0.295399,0.833649,1.084348,0.722752,0.801304,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,21.98
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.27445,-0.452184,-0.427935,-0.282045,0.540554,-0.477554,0.170985,0.027862,-0.295399,0.748404,-1.007165,0.811385,0.762991,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,7.64
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.331488,-0.45006,-0.426873,-0.178013,0.526938,-0.459095,-0.137391,0.117611,-0.295399,0.976398,-0.011861,0.98865,0.984724,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,28.39
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.306098,2.202713,2.344377,-0.099988,0.315271,-0.480173,-0.906121,-0.141682,-0.282358,1.322929,1.040198,1.232389,1.304631,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,26.67
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.208472,-0.388744,-0.45633,-1.53043,0.205105,-0.795154,-0.002738,1.354264,-0.256275,-1.431666,-1.613133,-1.40443,-1.421767,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,29.98
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.27749,-0.390691,-0.455687,-1.738495,0.1853,-0.778135,-0.221181,1.421563,-0.256275,-1.200645,-0.617829,-1.160691,-1.192851,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,36.31
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,1.276634,0.731575,0.342904,-1.894543,0.195203,-0.728911,-0.914721,1.171973,-0.269317,-0.850079,0.43423,-0.894793,-0.864323,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,36.59
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.378334,-0.501466,-0.420459,0.602228,0.198916,1.846051,-0.282365,-0.23975,-0.256275,-1.429649,-1.613133,-1.426589,-1.423683,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,10.54
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.434656,-0.496954,-0.41983,0.654244,0.186538,1.768157,-0.559904,-0.242991,-0.256275,-1.201654,-0.617829,-1.205007,-1.201472,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,26.26
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,-3.000127,2.394801,-1.341182,1.070373,0.180349,1.926564,-1.137711,-0.352563,-0.269317,-0.854114,0.43423,-0.939109,-0.880127,-0.519769,1.203806,1.30054,1.392101,1.415642,1.348991,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,28.59
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.28035,-0.467225,-0.44251,0.082068,0.179111,-0.421392,0.794127,-1.710721,-0.256275,0.507799,-0.1129,0.634119,0.538386,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,16.88
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.336673,-0.467402,-0.441532,0.238116,0.158068,-0.375834,0.522362,-1.729249,-0.256275,0.735289,0.882404,0.833543,0.759639,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,41.3
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.080986,0.067187,2.222539,0.264124,0.138263,-0.382903,-0.191327,-1.388835,-0.256275,1.082324,1.934463,1.055124,1.080505,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,43.73
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.291794,-0.545883,-0.408553,1.122389,0.523224,-0.790703,0.48661,0.658154,-0.295399,0.260132,-0.963015,0.279589,0.260142,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,0.66
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.345971,-0.54314,-0.407785,0.862309,-3.663073,0.815621,3.134349,0.74786,3.695162,0.487118,0.032177,0.479012,0.481396,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,33.63
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,-1.624068,-1.057556,0.416224,1.330453,0.336314,-0.784288,-0.479186,0.525511,-0.295399,0.833649,1.084348,0.722752,0.801304,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,41.49
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.27445,-0.452184,-0.427935,-0.282045,0.540554,-0.477554,0.170985,0.027862,-0.295399,0.748404,-1.007165,0.811385,0.762991,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,2.6
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.331488,-0.45006,-0.426873,-0.178013,0.526938,-0.459095,-0.137391,0.117611,-0.295399,0.976398,-0.011861,0.98865,0.984724,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,66.02
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.306098,2.202713,2.344377,-0.099988,0.315271,-0.480173,-0.906121,-0.141682,-0.282358,1.322929,1.040198,1.232389,1.304631,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,72.39
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.208472,-0.388744,-0.45633,-1.53043,0.205105,-0.795154,-0.002738,1.354264,-0.256275,-1.431666,-1.613133,-1.40443,-1.421767,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,68.85
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.27749,-0.390691,-0.455687,-1.738495,0.1853,-0.778135,-0.221181,1.421563,-0.256275,-1.200645,-0.617829,-1.160691,-1.192851,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,82.18
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,1.276634,0.731575,0.342904,-1.894543,0.195203,-0.728911,-0.914721,1.171973,-0.269317,-0.850079,0.43423,-0.894793,-0.864323,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,80.59
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.378334,-0.501466,-0.420459,0.602228,0.198916,1.846051,-0.282365,-0.23975,-0.256275,-1.429649,-1.613133,-1.426589,-1.423683,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,15.19
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.434656,-0.496954,-0.41983,0.654244,0.186538,1.768157,-0.559904,-0.242991,-0.256275,-1.201654,-0.617829,-1.205007,-1.201472,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,83.87
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,-3.000127,2.394801,-1.341182,1.070373,0.180349,1.926564,-1.137711,-0.352563,-0.269317,-0.854114,0.43423,-0.939109,-0.880127,-0.901301,-1.257498,-1.145639,-0.438568,-0.590997,-0.276049,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,86
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.28035,-0.467225,-0.44251,0.082068,0.179111,-0.421392,0.794127,-1.710721,-0.256275,0.507799,-0.1129,0.634119,0.538386,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,30.01
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.336673,-0.467402,-0.441532,0.238116,0.158068,-0.375834,0.522362,-1.729249,-0.256275,0.735289,0.882404,0.833543,0.759639,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,51.4
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.080986,0.067187,2.222539,0.264124,0.138263,-0.382903,-0.191327,-1.388835,-0.256275,1.082324,1.934463,1.055124,1.080505,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,50.14
1.049181,0.264299,0.945404,-0.603721,-0.438111,-0.869706,-0.443595,0.291794,-0.545883,-0.408553,1.122389,0.523224,-0.790703,0.48661,0.658154,-0.295399,0.260132,-0.963015,0.279589,0.260142,1.374737,0.042292,-0.15966,-0.930672,-0.806544,-1.045503,1.488934,-1.692031,1.598463,-0.576311,-1.356004,1.019815,1.671265,-1.666517,-1.685794,1.691782,-1.64154,1.058703,-1.110972,-0.736991,-0.475889,-0.591651,-0.427414,-0.628668,2.94
