 additive_.C4_electrostatic_charge , additive_.C5_NMR_shift , additive_.N1_electrostatic_charge , additive_.O1_electrostatic_charge , additive_E_LUMO , additive_V1_frequency , additive_dipole_moment , additive_molecular_weight , aryl_halide_.C2_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_V1_frequency , aryl_halide_V2_intensity , aryl_halide_molecular_volume , aryl_halide_ovality , base_surface_area , ligand_.C11_NMR_shift , ligand_.C12_NMR_shift , ligand_.C13_electrostatic_charge , ligand_.C15_electrostatic_charge , ligand_.C17_electrostatic_charge , ligand_.C1_electrostatic_charge , ligand_.C2_electrostatic_charge , ligand_.C5_electrostatic_charge , ligand_.C6_NMR_shift , ligand_.C6_electrostatic_charge , ligand_.C8_NMR_shift , ligand_.C8_electrostatic_charge , ligand_.C9_NMR_shift , ligand_.H11_NMR_shift , ligand_.H9_NMR_shift , ligand_V3_intensity , ligand_V4_frequency , ligand_V5_frequency , ligand_V7_intensity , yield 
-0.020614,-1.048556,0.315726,0.170946,0.094155,0.957735,-1.16819,-0.20607,0.345971,-0.54314,3.690313,2.602441,0.487118,0.479012,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,10.61
-0.020614,-1.048556,0.315726,0.170946,0.094155,0.957735,-1.16819,-0.20607,-1.624068,-1.057556,-0.383154,2.043338,0.833649,0.722752,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,19.45
-0.020614,-1.048556,0.315726,0.170946,0.094155,0.957735,-1.16819,-0.20607,0.27445,-0.452184,-0.25727,-0.519403,0.748404,0.811385,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,4.67
-0.020614,-1.048556,0.315726,0.170946,0.094155,0.957735,-1.16819,-0.20607,0.331488,-0.45006,-0.270149,-0.52086,0.976398,0.98865,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,33.71
-0.020614,-1.048556,0.315726,0.170946,0.094155,0.957735,-1.16819,-0.20607,0.306098,2.202713,-0.279797,-0.521092,1.322929,1.232389,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,58.95
-0.020614,-1.048556,0.315726,0.170946,0.094155,0.957735,-1.16819,-0.20607,0.208472,-0.388744,-0.182975,-0.452077,-1.431666,-1.40443,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,32.37
-0.020614,-1.048556,0.315726,0.170946,0.094155,0.957735,-1.16819,-0.20607,0.27749,-0.390691,-0.200008,-0.370445,-1.200645,-1.160691,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,58.31
-0.020614,-1.048556,0.315726,0.170946,0.094155,0.957735,-1.16819,-0.20607,1.276634,0.731575,-0.20189,-0.241722,-0.850079,-0.894793,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,63.63
-0.020614,-1.048556,0.315726,0.170946,0.094155,0.957735,-1.16819,-0.20607,0.378334,-0.501466,-0.30727,-0.514799,-1.429649,-1.426589,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,15.15
-0.020614,-1.048556,0.315726,0.170946,0.094155,0.957735,-1.16819,-0.20607,0.434656,-0.496954,-0.311306,-0.51821,-1.201654,-1.205007,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,31.99
-0.020614,-1.048556,0.315726,0.170946,0.094155,0.957735,-1.16819,-0.20607,-3.000127,2.394801,-0.310386,-0.517714,-0.854114,-0.939109,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,53.36
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.28035,-0.467225,-0.242168,-0.414821,0.507799,0.634119,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,5.93
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.336673,-0.467402,-0.24992,-0.438797,0.735289,0.833543,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,9.3
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.080986,0.067187,-0.260124,-0.46231,1.082324,1.055124,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,34.88
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.291794,-0.545883,-0.364317,1.281066,0.260132,0.279589,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,0.47
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.345971,-0.54314,3.690313,2.602441,0.487118,0.479012,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,28.77
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,-1.624068,-1.057556,-0.383154,2.043338,0.833649,0.722752,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,35.21
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.27445,-0.452184,-0.25727,-0.519403,0.748404,0.811385,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,4.11
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.331488,-0.45006,-0.270149,-0.52086,0.976398,0.98865,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,64.27
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.306098,2.202713,-0.279797,-0.521092,1.322929,1.232389,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,65.69
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.208472,-0.388744,-0.182975,-0.452077,-1.431666,-1.40443,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,14.11
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.27749,-0.390691,-0.200008,-0.370445,-1.200645,-1.160691,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,17.56
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,1.276634,0.731575,-0.20189,-0.241722,-0.850079,-0.894793,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,15.12
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.378334,-0.501466,-0.30727,-0.514799,-1.429649,-1.426589,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,12.74
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.434656,-0.496954,-0.311306,-0.51821,-1.201654,-1.205007,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,14.21
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,-3.000127,2.394801,-0.310386,-0.517714,-0.854114,-0.939109,1.386635,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,16.85
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.28035,-0.467225,-0.242168,-0.414821,0.507799,0.634119,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,19.59
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.336673,-0.467402,-0.24992,-0.438797,0.735289,0.833543,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,43.74
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.080986,0.067187,-0.260124,-0.46231,1.082324,1.055124,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,41.13
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.291794,-0.545883,-0.364317,1.281066,0.260132,0.279589,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,0.44
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.345971,-0.54314,3.690313,2.602441,0.487118,0.479012,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,23.41
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,-1.624068,-1.057556,-0.383154,2.043338,0.833649,0.722752,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,34.23
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.27445,-0.452184,-0.25727,-0.519403,0.748404,0.811385,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,2.01
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.331488,-0.45006,-0.270149,-0.52086,0.976398,0.98865,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,50.98
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.306098,2.202713,-0.279797,-0.521092,1.322929,1.232389,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,50.55
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.208472,-0.388744,-0.182975,-0.452077,-1.431666,-1.40443,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,39.19
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.27749,-0.390691,-0.200008,-0.370445,-1.200645,-1.160691,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,59.14
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,1.276634,0.731575,-0.20189,-0.241722,-0.850079,-0.894793,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,63.46
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.378334,-0.501466,-0.30727,-0.514799,-1.429649,-1.426589,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,14.56
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.434656,-0.496954,-0.311306,-0.51821,-1.201654,-1.205007,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,42.71
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,-3.000127,2.394801,-0.310386,-0.517714,-0.854114,-0.939109,-0.413591,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,51.18
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.28035,-0.467225,-0.242168,-0.414821,0.507799,0.634119,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,20.8
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.336673,-0.467402,-0.24992,-0.438797,0.735289,0.833543,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,44.04
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.080986,0.067187,-0.260124,-0.46231,1.082324,1.055124,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,47.43
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.291794,-0.545883,-0.364317,1.281066,0.260132,0.279589,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,0.39
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.345971,-0.54314,3.690313,2.602441,0.487118,0.479012,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,14.83
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,-1.624068,-1.057556,-0.383154,2.043338,0.833649,0.722752,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,27.38
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.27445,-0.452184,-0.25727,-0.519403,0.748404,0.811385,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,1.92
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.331488,-0.45006,-0.270149,-0.52086,0.976398,0.98865,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,42.32
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.306098,2.202713,-0.279797,-0.521092,1.322929,1.232389,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,66.27
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.208472,-0.388744,-0.182975,-0.452077,-1.431666,-1.40443,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,38.27
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.27749,-0.390691,-0.200008,-0.370445,-1.200645,-1.160691,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,65.28
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,1.276634,0.731575,-0.20189,-0.241722,-0.850079,-0.894793,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,69.52
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.378334,-0.501466,-0.30727,-0.514799,-1.429649,-1.426589,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,11.65
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,0.434656,-0.496954,-0.311306,-0.51821,-1.201654,-1.205007,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,35.82
-0.237095,-1.238589,-1.021362,0.300023,1.442175,1.554028,-0.867233,-1.53675,-3.000127,2.394801,-0.310386,-0.517714,-0.854114,-0.939109,-0.949447,-0.61793,-1.050006,-1.37714,-0.27466,-1.325368,-0.824471,-0.525429,-1.081315,0.531409,1.513452,-0.859707,0.674433,0.780026,1.142689,-0.653141,-1.481912,-0.569719,-0.396509,1.2461,49.1
1.438053,-1.852966,0.804277,0.622714,0.393715,0.098424,-0.345498,-0.20607,0.28035,-0.467225,-0.242168,-0.414821,0.507799,0.634119,1.386635,1.697422,1.621526,1.404263,1.598463,0.254939,1.650705,-1.356004,-0.906121,1.3514,0.236711,1.671265,-1.666517,-1.685794,-1.558279,1.692372,-0.270016,-0.573166,-0.8667,-1.401917,14.57
1.438053,-1.852966,0.804277,0.622714,0.393715,0.098424,-0.345498,-0.20607,0.336673,-0.467402,-0.24992,-0.438797,0.735289,0.833543,1.386635,1.697422,1.621526,1.404263,1.598463,0.254939,1.650705,-1.356004,-0.906121,1.3514,0.236711,1.671265,-1.666517,-1.685794,-1.558279,1.692372,-0.270016,-0.573166,-0.8667,-1.401917,18.74
1.438053,-1.852966,0.804277,0.622714,0.393715,0.098424,-0.345498,-0.20607,0.080986,0.067187,-0.260124,-0.46231,1.082324,1.055124,1.386635,1.697422,1.621526,1.404263,1.598463,0.254939,1.650705,-1.356004,-0.906121,1.3514,0.236711,1.671265,-1.666517,-1.685794,-1.558279,1.692372,-0.270016,-0.573166,-0.8667,-1.401917,19.61
1.438053,-1.852966,0.804277,0.622714,0.393715,0.098424,-0.345498,-0.20607,0.291794,-0.545883,-0.364317,1.281066,0.260132,0.279589,1.386635,1.697422,1.621526,1.404263,1.598463,0.254939,1.650705,-1.356004,-0.906121,1.3514,0.236711,1.671265,-1.666517,-1.685794,-1.558279,1.692372,-0.270016,-0.573166,-0.8667,-1.401917,2.06
1.438053,-1.852966,0.804277,0.622714,0.393715,0.098424,-0.345498,-0.20607,0.345971,-0.54314,3.690313,2.602441,0.487118,0.479012,1.386635,1.697422,1.621526,1.404263,1.598463,0.254939,1.650705,-1.356004,-0.906121,1.3514,0.236711,1.671265,-1.666517,-1.685794,-1.558279,1.692372,-0.270016,-0.573166,-0.8667,-1.401917,16.39
1.438053,-1.852966,0.804277,0.622714,0.393715,0.098424,-0.345498,-0.20607,-1.624068,-1.057556,-0.383154,2.043338,0.833649,0.722752,1.386635,1.697422,1.621526,1.404263,1.598463,0.254939,1.650705,-1.356004,-0.906121,1.3514,0.236711,1.671265,-1.666517,-1.685794,-1.558279,1.692372,-0.270016,-0.573166,-0.8667,-1.401917,19.66
1.438053,-1.852966,0.804277,0.622714,0.393715,0.098424,-0.345498,-0.20607,0.27445,-0.452184,-0.25727,-0.519403,0.748404,0.811385,1.386635,1.697422,1.621526,1.404263,1.598463,0.254939,1.650705,-1.356004,-0.906121,1.3514,0.236711,1.671265,-1.666517,-1.685794,-1.558279,1.692372,-0.270016,-0.573166,-0.8667,-1.401917,6.85
1.438053,-1.852966,0.804277,0.622714,0.393715,0.098424,-0.345498,-0.20607,0.331488,-0.45006,-0.270149,-0.52086,0.976398,0.98865,1.386635,1.697422,1.621526,1.404263,1.598463,0.254939,1.650705,-1.356004,-0.906121,1.3514,0.236711,1.671265,-1.666517,-1.685794,-1.558279,1.692372,-0.270016,-0.573166,-0.8667,-1.401917,26.76
1.438053,-1.852966,0.804277,0.622714,0.393715,0.098424,-0.345498,-0.20607,0.306098,2.202713,-0.279797,-0.521092,1.322929,1.232389,1.386635,1.697422,1.621526,1.404263,1.598463,0.254939,1.650705,-1.356004,-0.906121,1.3514,0.236711,1.671265,-1.666517,-1.685794,-1.558279,1.692372,-0.270016,-0.573166,-0.8667,-1.401917,27.05
1.438053,-1.852966,0.804277,0.622714,0.393715,0.098424,-0.345498,-0.20607,0.208472,-0.388744,-0.182975,-0.452077,-1.431666,-1.40443,1.386635,1.697422,1.621526,1.404263,1.598463,0.254939,1.650705,-1.356004,-0.906121,1.3514,0.236711,1.671265,-1.666517,-1.685794,-1.558279,1.692372,-0.270016,-0.573166,-0.8667,-1.401917,31.3
1.438053,-1.852966,0.804277,0.622714,0.393715,0.098424,-0.345498,-0.20607,0.27749,-0.390691,-0.200008,-0.370445,-1.200645,-1.160691,1.386635,1.697422,1.621526,1.404263,1.598463,0.254939,1.650705,-1.356004,-0.906121,1.3514,0.236711,1.671265,-1.666517,-1.685794,-1.558279,1.692372,-0.270016,-0.573166,-0.8667,-1.401917,35.2
1.438053,-1.852966,0.804277,0.622714,0.393715,0.098424,-0.345498,-0.20607,1.276634,0.731575,-0.20189,-0.241722,-0.850079,-0.894793,1.386635,1.697422,1.621526,1.404263,1.598463,0.254939,1.650705,-1.356004,-0.906121,1.3514,0.236711,1.671265,-1.666517,-1.685794,-1.558279,1.692372,-0.270016,-0.573166,-0.8667,-1.401917,40.09
1.438053,-1.852966,0.804277,0.622714,0.393715,0.098424,-0.345498,-0.20607,0.378334,-0.501466,-0.30727,-0.514799,-1.429649,-1.426589,1.386635,1.697422,1.621526,1.404263,1.598463,0.254939,1.650705,-1.356004,-0.906121,1.3514,0.236711,1.671265,-1.666517,-1.685794,-1.558279,1.692372,-0.270016,-0.573166,-0.8667,-1.401917,68.76
