 aryl_halide_.C3_NMR_shift , aryl_halide_V3_intensity , ligand_.C15_NMR_shift , ligand_.C16_electrostatic_charge , ligand_V10_intensity , yield 
2.202713,-0.898734,0.759878,1.19396,-0.580097,81.48
-0.388744,1.671355,0.759878,1.19396,-0.580097,63.41
-0.390691,0.948264,0.759878,1.19396,-0.580097,77.47
0.731575,2.270557,0.759878,1.19396,-0.580097,90.37
-0.501466,-0.435562,0.759878,1.19396,-0.580097,13.89
-0.496954,-0.34854,0.759878,1.19396,-0.580097,81.62
2.394801,-0.270597,0.759878,1.19396,-0.580097,83.34
-0.467225,-0.6235,0.759878,1.19396,-0.580097,18.22
-0.467402,-0.691324,0.759878,1.19396,-0.580097,49.52
0.067187,-0.736723,0.759878,1.19396,-0.580097,47.68
-0.545883,-0.327372,0.759878,1.19396,-0.580097,0.35
-0.54314,1.166942,0.759878,1.19396,-0.580097,48.43
-1.057556,-0.200914,0.759878,1.19396,-0.580097,43.58
-0.452184,-0.87062,0.759878,1.19396,-0.580097,4.23
-0.45006,-0.8896,0.759878,1.19396,-0.580097,79.46
2.202713,-0.898734,0.759878,1.19396,-0.580097,79.06
-0.388744,1.671355,0.759878,1.19396,-0.580097,87.76
-0.390691,0.948264,0.759878,1.19396,-0.580097,93.03
0.731575,2.270557,0.759878,1.19396,-0.580097,98.85
-0.501466,-0.435562,0.759878,1.19396,-0.580097,14.59
-0.496954,-0.34854,0.759878,1.19396,-0.580097,93.75
2.394801,-0.270597,0.759878,1.19396,-0.580097,93.1
-0.467225,-0.6235,0.897563,0.066217,-0.58353,9.06
-0.467402,-0.691324,0.897563,0.066217,-0.58353,13.52
0.067187,-0.736723,0.897563,0.066217,-0.58353,13.85
-0.545883,-0.327372,0.897563,0.066217,-0.58353,1.86
-0.54314,1.166942,0.897563,0.066217,-0.58353,13.89
-1.057556,-0.200914,0.897563,0.066217,-0.58353,16.72
-0.452184,-0.87062,0.897563,0.066217,-0.58353,6.26
-0.45006,-0.8896,0.897563,0.066217,-0.58353,23.32
2.202713,-0.898734,0.897563,0.066217,-0.58353,26.39
-0.388744,1.671355,0.897563,0.066217,-0.58353,19.28
-0.390691,0.948264,0.897563,0.066217,-0.58353,20.16
0.731575,2.270557,0.897563,0.066217,-0.58353,27.25
-0.501466,-0.435562,0.897563,0.066217,-0.58353,68.47
-0.496954,-0.34854,0.897563,0.066217,-0.58353,71.41
2.394801,-0.270597,0.897563,0.066217,-0.58353,68.57
-0.467225,-0.6235,0.897563,0.066217,-0.58353,3.31
-0.467402,-0.691324,0.897563,0.066217,-0.58353,19.85
0.067187,-0.736723,0.897563,0.066217,-0.58353,35.66
-0.54314,1.166942,0.897563,0.066217,-0.58353,15.14
-1.057556,-0.200914,0.897563,0.066217,-0.58353,47.46
-0.452184,-0.87062,0.897563,0.066217,-0.58353,0.62
-0.45006,-0.8896,0.897563,0.066217,-0.58353,27.3
2.202713,-0.898734,0.897563,0.066217,-0.58353,67.48
-0.388744,1.671355,0.897563,0.066217,-0.58353,17.32
-0.390691,0.948264,0.897563,0.066217,-0.58353,16.26
0.731575,2.270557,0.897563,0.066217,-0.58353,50.43
-0.501466,-0.435562,0.897563,0.066217,-0.58353,4.71
-0.496954,-0.34854,0.897563,0.066217,-0.58353,45.27
2.394801,-0.270597,0.897563,0.066217,-0.58353,58.94
-0.467225,-0.6235,0.897563,0.066217,-0.58353,20.6
-0.467402,-0.691324,0.897563,0.066217,-0.58353,33.22
0.067187,-0.736723,0.897563,0.066217,-0.58353,48.39
-0.545883,-0.327372,0.897563,0.066217,-0.58353,2.02
-0.54314,1.166942,0.897563,0.066217,-0.58353,28.53
-1.057556,-0.200914,0.897563,0.066217,-0.58353,49.32
-0.452184,-0.87062,0.897563,0.066217,-0.58353,7.12
-0.45006,-0.8896,0.897563,0.066217,-0.58353,49.4
2.202713,-0.898734,0.897563,0.066217,-0.58353,74.17
-0.388744,1.671355,0.897563,0.066217,-0.58353,44.48
-0.390691,0.948264,0.897563,0.066217,-0.58353,59.28
0.731575,2.270557,0.897563,0.066217,-0.58353,81.51
-0.501466,-0.435562,0.897563,0.066217,-0.58353,28.3
-0.496954,-0.34854,0.897563,0.066217,-0.58353,68.89
2.394801,-0.270597,0.897563,0.066217,-0.58353,84.4
-0.467225,-0.6235,0.897563,0.066217,-0.58353,5.3
-0.467402,-0.691324,0.897563,0.066217,-0.58353,41.59
0.067187,-0.736723,0.897563,0.066217,-0.58353,44.78
-0.545883,-0.327372,0.897563,0.066217,-0.58353,1.26
-0.54314,1.166942,0.897563,0.066217,-0.58353,53.18
-1.057556,-0.200914,0.897563,0.066217,-0.58353,54.63
-0.452184,-0.87062,0.897563,0.066217,-0.58353,4.25
-0.45006,-0.8896,0.897563,0.066217,-0.58353,82.46
2.202713,-0.898734,0.897563,0.066217,-0.58353,79.08
-0.388744,1.671355,0.897563,0.066217,-0.58353,74.61
-0.390691,0.948264,0.897563,0.066217,-0.58353,83.38
0.731575,2.270557,0.897563,0.066217,-0.58353,91.37
-0.501466,-0.435562,0.897563,0.066217,-0.58353,9.15
-0.496954,-0.34854,0.897563,0.066217,-0.58353,1.71
2.394801,-0.270597,0.897563,0.066217,-0.58353,2.73
-0.467225,-0.6235,0.897563,0.066217,-0.58353,25.84
-0.467402,-0.691324,0.897563,0.066217,-0.58353,48.07
0.067187,-0.736723,0.897563,0.066217,-0.58353,48
-0.545883,-0.327372,0.897563,0.066217,-0.58353,0.86
-0.54314,1.166942,0.897563,0.066217,-0.58353,46.2
-1.057556,-0.200914,0.897563,0.066217,-0.58353,51.4
-0.452184,-0.87062,0.897563,0.066217,-0.58353,2.62
-0.45006,-0.8896,0.897563,0.066217,-0.58353,73.85
2.202713,-0.898734,0.897563,0.066217,-0.58353,78.47
-0.388744,1.671355,0.897563,0.066217,-0.58353,61.92
-0.390691,0.948264,0.897563,0.066217,-0.58353,66.71
0.731575,2.270557,0.897563,0.066217,-0.58353,69.84
-0.501466,-0.435562,0.897563,0.066217,-0.58353,35.86
-0.496954,-0.34854,0.897563,0.066217,-0.58353,81.61
2.394801,-0.270597,0.897563,0.066217,-0.58353,84.56
-0.467225,-0.6235,0.897563,0.066217,-0.58353,28.69
-0.467402,-0.691324,0.897563,0.066217,-0.58353,53.85
0.067187,-0.736723,0.897563,0.066217,-0.58353,55.16
-0.545883,-0.327372,0.897563,0.066217,-0.58353,1.07
-0.54314,1.166942,0.897563,0.066217,-0.58353,54.24
-1.057556,-0.200914,0.897563,0.066217,-0.58353,50.1
-0.452184,-0.87062,0.897563,0.066217,-0.58353,3.14
-0.45006,-0.8896,0.897563,0.066217,-0.58353,80.4
2.202713,-0.898734,0.897563,0.066217,-0.58353,82.63
-0.388744,1.671355,0.897563,0.066217,-0.58353,89.89
-0.390691,0.948264,0.897563,0.066217,-0.58353,92.9
0.731575,2.270557,0.897563,0.066217,-0.58353,94.15
-0.501466,-0.435562,0.897563,0.066217,-0.58353,41.59
-0.496954,-0.34854,0.897563,0.066217,-0.58353,95.13
2.394801,-0.270597,0.897563,0.066217,-0.58353,92.39
-0.467225,-0.6235,0.897563,0.066217,-0.58353,1.26
-0.467402,-0.691324,0.897563,0.066217,-0.58353,12.62
0.067187,-0.736723,0.897563,0.066217,-0.58353,36.64
-0.54314,1.166942,0.897563,0.066217,-0.58353,52.34
-1.057556,-0.200914,0.897563,0.066217,-0.58353,57.09
-0.452184,-0.87062,0.897563,0.066217,-0.58353,1.12
-0.45006,-0.8896,0.897563,0.066217,-0.58353,83.15
2.202713,-0.898734,0.897563,0.066217,-0.58353,82.84
-0.388744,1.671355,0.897563,0.066217,-0.58353,80.49
-0.390691,0.948264,0.897563,0.066217,-0.58353,89.9
0.731575,2.270557,0.897563,0.066217,-0.58353,94.3
-0.501466,-0.435562,0.897563,0.066217,-0.58353,2.24
-0.496954,-0.34854,0.897563,0.066217,-0.58353,1.83
2.394801,-0.270597,0.897563,0.066217,-0.58353,0.75
-0.467225,-0.6235,0.897563,0.066217,-0.58353,9.33
-0.467402,-0.691324,0.897563,0.066217,-0.58353,45.93
0.067187,-0.736723,0.897563,0.066217,-0.58353,52.24
-0.545883,-0.327372,0.897563,0.066217,-0.58353,0.34
-0.54314,1.166942,0.897563,0.066217,-0.58353,43.34
-1.057556,-0.200914,0.897563,0.066217,-0.58353,53.38
-0.452184,-0.87062,0.897563,0.066217,-0.58353,0.84
-0.45006,-0.8896,0.897563,0.066217,-0.58353,72.18
2.202713,-0.898734,0.897563,0.066217,-0.58353,83.94
-0.388744,1.671355,0.897563,0.066217,-0.58353,38.33
-0.390691,0.948264,0.897563,0.066217,-0.58353,59.55
0.731575,2.270557,0.897563,0.066217,-0.58353,77.76
-0.501466,-0.435562,0.897563,0.066217,-0.58353,11.79
-0.496954,-0.34854,0.897563,0.066217,-0.58353,83.94
2.394801,-0.270597,0.897563,0.066217,-0.58353,90.73
-0.467225,-0.6235,0.897563,0.066217,-0.58353,12.78
-0.467402,-0.691324,0.897563,0.066217,-0.58353,49.15
0.067187,-0.736723,0.897563,0.066217,-0.58353,55.57
-0.545883,-0.327372,0.897563,0.066217,-0.58353,0.36
-0.54314,1.166942,0.897563,0.066217,-0.58353,50.11
-1.057556,-0.200914,0.897563,0.066217,-0.58353,53.33
-0.452184,-0.87062,0.897563,0.066217,-0.58353,0.97
-0.45006,-0.8896,0.897563,0.066217,-0.58353,80.68
2.202713,-0.898734,0.897563,0.066217,-0.58353,83.05
-0.388744,1.671355,0.897563,0.066217,-0.58353,81.38
-0.390691,0.948264,0.897563,0.066217,-0.58353,89.47
0.731575,2.270557,0.897563,0.066217,-0.58353,95.75
-0.501466,-0.435562,0.897563,0.066217,-0.58353,9.97
-0.496954,-0.34854,0.897563,0.066217,-0.58353,86.09
2.394801,-0.270597,0.897563,0.066217,-0.58353,94.55
-0.467225,-0.6235,-0.005036,-1.591601,1.756769,11.59
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,12.37
0.067187,-0.736723,-0.005036,-1.591601,1.756769,16.16
-0.545883,-0.327372,-0.005036,-1.591601,1.756769,1.73
-0.54314,1.166942,-0.005036,-1.591601,1.756769,4.22
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,4.11
-0.452184,-0.87062,-0.005036,-1.591601,1.756769,7.91
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,14
2.202713,-0.898734,-0.005036,-1.591601,1.756769,18.41
-0.388744,1.671355,-0.005036,-1.591601,1.756769,13.99
-0.390691,0.948264,-0.005036,-1.591601,1.756769,20.04
0.731575,2.270557,-0.005036,-1.591601,1.756769,19.49
-0.501466,-0.435562,-0.005036,-1.591601,1.756769,9.47
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,10.26
2.394801,-0.270597,-0.005036,-1.591601,1.756769,14.94
-0.467225,-0.6235,-0.005036,-1.591601,1.756769,15.12
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,28.4
0.067187,-0.736723,-0.005036,-1.591601,1.756769,34.38
-0.545883,-0.327372,-0.005036,-1.591601,1.756769,0.38
-0.54314,1.166942,-0.005036,-1.591601,1.756769,9.04
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,13.52
-0.452184,-0.87062,-0.005036,-1.591601,1.756769,3.05
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,26.52
2.202713,-0.898734,-0.005036,-1.591601,1.756769,28.15
-0.388744,1.671355,-0.005036,-1.591601,1.756769,22.49
-0.390691,0.948264,-0.005036,-1.591601,1.756769,37.83
0.731575,2.270557,-0.005036,-1.591601,1.756769,43.38
-0.501466,-0.435562,-0.005036,-1.591601,1.756769,10.01
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,21.47
2.394801,-0.270597,-0.005036,-1.591601,1.756769,32.76
-0.467225,-0.6235,-0.005036,-1.591601,1.756769,11.65
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,22.58
0.067187,-0.736723,-0.005036,-1.591601,1.756769,35.26
-0.545883,-0.327372,-0.005036,-1.591601,1.756769,0.28
-0.54314,1.166942,-0.005036,-1.591601,1.756769,4.06
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,8.04
-0.452184,-0.87062,-0.005036,-1.591601,1.756769,2.55
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,17.09
2.202713,-0.898734,-0.005036,-1.591601,1.756769,30.6
-0.388744,1.671355,-0.005036,-1.591601,1.756769,26.31
-0.390691,0.948264,-0.005036,-1.591601,1.756769,50.1
0.731575,2.270557,-0.005036,-1.591601,1.756769,55
-0.501466,-0.435562,-0.005036,-1.591601,1.756769,6.97
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,18.12
2.394801,-0.270597,-0.005036,-1.591601,1.756769,29.07
-0.467225,-0.6235,-0.005036,-1.591601,1.756769,1.25
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,8.11
0.067187,-0.736723,-0.005036,-1.591601,1.756769,9.11
-0.545883,-0.327372,-0.005036,-1.591601,1.756769,0.12
-0.54314,1.166942,-0.005036,-1.591601,1.756769,3.27
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,9.11
-0.452184,-0.87062,-0.005036,-1.591601,1.756769,0.69
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,8.88
2.202713,-0.898734,-0.005036,-1.591601,1.756769,6.08
-0.388744,1.671355,-0.005036,-1.591601,1.756769,7.97
-0.390691,0.948264,-0.005036,-1.591601,1.756769,11.18
0.731575,2.270557,-0.005036,-1.591601,1.756769,13.04
-0.501466,-0.435562,-0.005036,-1.591601,1.756769,3.24
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,8
2.394801,-0.270597,-0.005036,-1.591601,1.756769,9.68
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,3.34
0.067187,-0.736723,-0.005036,-1.591601,1.756769,23.71
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,1.74
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,1.13
2.202713,-0.898734,-0.005036,-1.591601,1.756769,4.89
-0.388744,1.671355,-0.005036,-1.591601,1.756769,4.51
-0.390691,0.948264,-0.005036,-1.591601,1.756769,34.38
0.731575,2.270557,-0.005036,-1.591601,1.756769,42.29
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,5.95
2.394801,-0.270597,-0.005036,-1.591601,1.756769,8.97
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,3.07
0.067187,-0.736723,-0.005036,-1.591601,1.756769,14.25
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,0.88
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,0.83
2.202713,-0.898734,-0.005036,-1.591601,1.756769,2.9
-0.388744,1.671355,-0.005036,-1.591601,1.756769,6.54
-0.390691,0.948264,-0.005036,-1.591601,1.756769,46.54
0.731575,2.270557,-0.005036,-1.591601,1.756769,46.09
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,3.07
2.394801,-0.270597,-0.005036,-1.591601,1.756769,5.09
-0.467225,-0.6235,-0.005036,-1.591601,1.756769,18.47
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,13.47
0.067187,-0.736723,-0.005036,-1.591601,1.756769,37.38
-0.545883,-0.327372,-0.005036,-1.591601,1.756769,1.21
-0.54314,1.166942,-0.005036,-1.591601,1.756769,39.67
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,41.18
-0.452184,-0.87062,-0.005036,-1.591601,1.756769,10.3
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,61.73
2.202713,-0.898734,-0.005036,-1.591601,1.756769,62.92
-0.388744,1.671355,-0.005036,-1.591601,1.756769,19.79
-0.390691,0.948264,-0.005036,-1.591601,1.756769,23.54
0.731575,2.270557,-0.005036,-1.591601,1.756769,21.92
-0.501466,-0.435562,-0.005036,-1.591601,1.756769,47.96
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,27.15
2.394801,-0.270597,-0.005036,-1.591601,1.756769,76.45
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,30.36
0.067187,-0.736723,-0.005036,-1.591601,1.756769,31.87
-0.545883,-0.327372,-0.005036,-1.591601,1.756769,0.54
-0.54314,1.166942,-0.005036,-1.591601,1.756769,14.1
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,17.11
-0.452184,-0.87062,-0.005036,-1.591601,1.756769,3.02
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,33.44
2.202713,-0.898734,-0.005036,-1.591601,1.756769,35.15
-0.388744,1.671355,-0.005036,-1.591601,1.756769,24.24
-0.390691,0.948264,-0.005036,-1.591601,1.756769,43.49
0.731575,2.270557,-0.005036,-1.591601,1.756769,48.24
-0.501466,-0.435562,-0.005036,-1.591601,1.756769,14.07
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,26.31
2.394801,-0.270597,-0.005036,-1.591601,1.756769,35.93
-0.467225,-0.6235,-0.005036,-1.591601,1.756769,12.9
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,25.01
0.067187,-0.736723,-0.005036,-1.591601,1.756769,42.53
-0.545883,-0.327372,-0.005036,-1.591601,1.756769,0.45
-0.54314,1.166942,-0.005036,-1.591601,1.756769,12.94
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,24.72
-0.452184,-0.87062,-0.005036,-1.591601,1.756769,2.84
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,36.58
2.202713,-0.898734,-0.005036,-1.591601,1.756769,64.14
-0.388744,1.671355,-0.005036,-1.591601,1.756769,32.17
-0.390691,0.948264,-0.005036,-1.591601,1.756769,51.65
0.731575,2.270557,-0.005036,-1.591601,1.756769,58.4
-0.501466,-0.435562,-0.005036,-1.591601,1.756769,13.38
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,30.61
2.394801,-0.270597,-0.005036,-1.591601,1.756769,47.67
-0.467225,-0.6235,-0.005036,-1.591601,1.756769,9.06
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,8.92
0.067187,-0.736723,-0.005036,-1.591601,1.756769,8.67
-0.545883,-0.327372,-0.005036,-1.591601,1.756769,1.47
-0.54314,1.166942,-0.005036,-1.591601,1.756769,2.63
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,4.47
-0.452184,-0.87062,-0.005036,-1.591601,1.756769,6.91
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,8.65
2.202713,-0.898734,-0.005036,-1.591601,1.756769,10.22
-0.388744,1.671355,-0.005036,-1.591601,1.756769,7.15
-0.390691,0.948264,-0.005036,-1.591601,1.756769,9.8
0.731575,2.270557,-0.005036,-1.591601,1.756769,10.14
-0.501466,-0.435562,-0.005036,-1.591601,1.756769,3.03
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,4.55
2.394801,-0.270597,-0.005036,-1.591601,1.756769,8.55
-0.467225,-0.6235,-0.005036,-1.591601,1.756769,7.13
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,17.58
0.067187,-0.736723,-0.005036,-1.591601,1.756769,26.36
-0.54314,1.166942,-0.005036,-1.591601,1.756769,0.67
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,2.87
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,4.89
2.202713,-0.898734,-0.005036,-1.591601,1.756769,8.12
-0.388744,1.671355,-0.005036,-1.591601,1.756769,11.69
-0.390691,0.948264,-0.005036,-1.591601,1.756769,24.98
0.731575,2.270557,-0.005036,-1.591601,1.756769,29.26
-0.501466,-0.435562,-0.005036,-1.591601,1.756769,0.89
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,2.55
2.394801,-0.270597,-0.005036,-1.591601,1.756769,7.47
-0.467225,-0.6235,-0.005036,-1.591601,1.756769,9.97
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,17.78
0.067187,-0.736723,-0.005036,-1.591601,1.756769,18.91
-0.54314,1.166942,-0.005036,-1.591601,1.756769,2.79
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,3.94
-0.452184,-0.87062,-0.005036,-1.591601,1.756769,3.46
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,12.57
2.202713,-0.898734,-0.005036,-1.591601,1.756769,12.67
-0.388744,1.671355,-0.005036,-1.591601,1.756769,14.22
-0.390691,0.948264,-0.005036,-1.591601,1.756769,19.78
0.731575,2.270557,-0.005036,-1.591601,1.756769,23.42
-0.501466,-0.435562,-0.005036,-1.591601,1.756769,6.13
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,9.89
2.394801,-0.270597,-0.005036,-1.591601,1.756769,12.54
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,9.62
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,13.66
0.067187,-0.736723,-1.596058,0.283227,-0.544071,11.85
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,2.58
-0.54314,1.166942,-1.596058,0.283227,-0.544071,16.44
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,18.3
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,2.89
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,19.26
2.202713,-0.898734,-1.596058,0.283227,-0.544071,19.42
-0.388744,1.671355,-1.596058,0.283227,-0.544071,30.39
-0.390691,0.948264,-1.596058,0.283227,-0.544071,38.88
0.731575,2.270557,-1.596058,0.283227,-0.544071,40.28
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,11.94
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,21.94
2.394801,-0.270597,-1.596058,0.283227,-0.544071,23.04
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,10.31
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,32.26
0.067187,-0.736723,-1.596058,0.283227,-0.544071,36.38
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,0.32
-0.54314,1.166942,-1.596058,0.283227,-0.544071,33.6
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,42.01
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,1.1
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,52.44
2.202713,-0.898734,-1.596058,0.283227,-0.544071,54.9
-0.388744,1.671355,-1.596058,0.283227,-0.544071,54.23
-0.390691,0.948264,-1.596058,0.283227,-0.544071,63.56
0.731575,2.270557,-1.596058,0.283227,-0.544071,63.29
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,12.05
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,57.03
2.394801,-0.270597,-1.596058,0.283227,-0.544071,54.65
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,23.77
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,35.89
0.067187,-0.736723,-1.596058,0.283227,-0.544071,46.37
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,0.86
-0.54314,1.166942,-1.596058,0.283227,-0.544071,44.39
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,53.1
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,5.5
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,68.26
2.202713,-0.898734,-1.596058,0.283227,-0.544071,67.2
-0.388744,1.671355,-1.596058,0.283227,-0.544071,73.08
-0.390691,0.948264,-1.596058,0.283227,-0.544071,81.16
0.731575,2.270557,-1.596058,0.283227,-0.544071,79.53
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,39.63
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,82.03
2.394801,-0.270597,-1.596058,0.283227,-0.544071,86.76
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,10.05
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,12.34
0.067187,-0.736723,-1.596058,0.283227,-0.544071,10.49
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,0.97
-0.54314,1.166942,-1.596058,0.283227,-0.544071,13.34
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,17.14
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,4.52
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,14.63
2.202713,-0.898734,-1.596058,0.283227,-0.544071,13.96
-0.388744,1.671355,-1.596058,0.283227,-0.544071,19.48
-0.390691,0.948264,-1.596058,0.283227,-0.544071,21.66
0.731575,2.270557,-1.596058,0.283227,-0.544071,18.99
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,12.15
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,14.44
2.394801,-0.270597,-1.596058,0.283227,-0.544071,11.73
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,0.33
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,5.8
0.067187,-0.736723,-1.596058,0.283227,-0.544071,9.52
-0.54314,1.166942,-1.596058,0.283227,-0.544071,6.78
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,14.91
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,12.69
2.202713,-0.898734,-1.596058,0.283227,-0.544071,30.41
-0.388744,1.671355,-1.596058,0.283227,-0.544071,8.25
-0.390691,0.948264,-1.596058,0.283227,-0.544071,36.71
0.731575,2.270557,-1.596058,0.283227,-0.544071,54.29
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,19.14
2.394801,-0.270597,-1.596058,0.283227,-0.544071,13.74
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,0.42
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,11.86
0.067187,-0.736723,-1.596058,0.283227,-0.544071,33.83
-0.54314,1.166942,-1.596058,0.283227,-0.544071,13.87
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,33.29
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,24.6
2.202713,-0.898734,-1.596058,0.283227,-0.544071,66.87
-0.388744,1.671355,-1.596058,0.283227,-0.544071,14.03
-0.390691,0.948264,-1.596058,0.283227,-0.544071,60.86
0.731575,2.270557,-1.596058,0.283227,-0.544071,80.54
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,46.75
2.394801,-0.270597,-1.596058,0.283227,-0.544071,45.54
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,21.19
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,23.01
0.067187,-0.736723,-1.596058,0.283227,-0.544071,39.52
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,2.05
-0.54314,1.166942,-1.596058,0.283227,-0.544071,44.93
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,47.05
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,13.82
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,72.61
2.202713,-0.898734,-1.596058,0.283227,-0.544071,69.39
-0.388744,1.671355,-1.596058,0.283227,-0.544071,62.43
-0.390691,0.948264,-1.596058,0.283227,-0.544071,76.22
0.731575,2.270557,-1.596058,0.283227,-0.544071,70.35
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,59.99
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,75.38
2.394801,-0.270597,-1.596058,0.283227,-0.544071,78.3
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,26.29
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,34.77
0.067187,-0.736723,-1.596058,0.283227,-0.544071,37.4
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,0.96
-0.54314,1.166942,-1.596058,0.283227,-0.544071,39.33
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,40.33
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,4.45
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,61.05
2.202713,-0.898734,-1.596058,0.283227,-0.544071,59.76
-0.388744,1.671355,-1.596058,0.283227,-0.544071,57.85
-0.390691,0.948264,-1.596058,0.283227,-0.544071,65.93
0.731575,2.270557,-1.596058,0.283227,-0.544071,63.71
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,38.02
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,66.06
