 additive_.C5_electrostatic_charge , aryl_halide_.C1_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_dipole_moment , base_molecular_weight , ligand_.C7_NMR_shift , ligand_.H9_NMR_shift , ligand_V2_intensity , yield 
-0.884518,-0.645694,2.394801,-0.352563,1.415642,-0.99278,-0.457682,1.672936,4.59
-0.884518,0.570986,-0.467225,-1.710721,-0.590997,-0.99278,-0.457682,1.672936,25.85
-0.884518,0.568563,-0.467402,-1.729249,-0.590997,-0.99278,-0.457682,1.672936,48.48
-0.884518,0.33689,0.067187,-1.388835,-0.590997,-0.99278,-0.457682,1.672936,47.29
-0.884518,0.539816,-0.545883,0.658154,-0.590997,-0.99278,-0.457682,1.672936,0.68
-0.884518,0.534041,-0.54314,0.74786,-0.590997,-0.99278,-0.457682,1.672936,40.82
-0.884518,-1.402122,-1.057556,0.525511,-0.590997,-0.99278,-0.457682,1.672936,45.5
-0.884518,0.556549,-0.452184,0.027862,-0.590997,-0.99278,-0.457682,1.672936,2.46
-0.884518,0.553146,-0.45006,0.117611,-0.590997,-0.99278,-0.457682,1.672936,73.58
-0.884518,-0.66387,2.202713,-0.141682,-0.590997,-0.99278,-0.457682,1.672936,79.18
-0.884518,0.608885,-0.388744,1.354264,-0.590997,-0.99278,-0.457682,1.672936,78.17
-0.884518,0.615098,-0.390691,1.421563,-0.590997,-0.99278,-0.457682,1.672936,84.44
-0.884518,-2.887677,0.731575,1.171973,-0.590997,-0.99278,-0.457682,1.672936,91.21
-0.884518,0.557348,-0.501466,-0.23975,-0.590997,-0.99278,-0.457682,1.672936,40.48
-0.884518,0.555311,-0.496954,-0.242991,-0.590997,-0.99278,-0.457682,1.672936,78.37
-0.884518,0.570986,-0.467225,-1.710721,-0.806544,-0.99278,-0.457682,1.672936,23.89
-0.884518,0.568563,-0.467402,-1.729249,-0.806544,-0.99278,-0.457682,1.672936,46.8
-0.884518,0.33689,0.067187,-1.388835,-0.806544,-0.99278,-0.457682,1.672936,46.14
-0.884518,0.539816,-0.545883,0.658154,-0.806544,-0.99278,-0.457682,1.672936,0.81
-0.884518,0.534041,-0.54314,0.74786,-0.806544,-0.99278,-0.457682,1.672936,34.83
-0.884518,-1.402122,-1.057556,0.525511,-0.806544,-0.99278,-0.457682,1.672936,44.26
-0.884518,0.556549,-0.452184,0.027862,-0.806544,-0.99278,-0.457682,1.672936,9.03
-0.884518,0.553146,-0.45006,0.117611,-0.806544,-0.99278,-0.457682,1.672936,74.24
-0.884518,-0.66387,2.202713,-0.141682,-0.806544,-0.99278,-0.457682,1.672936,78.11
-0.884518,0.608885,-0.388744,1.354264,-0.806544,-0.99278,-0.457682,1.672936,86.12
-0.884518,0.615098,-0.390691,1.421563,-0.806544,-0.99278,-0.457682,1.672936,87.96
-0.884518,-2.887677,0.731575,1.171973,-0.806544,-0.99278,-0.457682,1.672936,92.35
-0.884518,0.557348,-0.501466,-0.23975,-0.806544,-0.99278,-0.457682,1.672936,42.38
-0.884518,0.555311,-0.496954,-0.242991,-0.806544,-0.99278,-0.457682,1.672936,89.59
-0.884518,-0.645694,2.394801,-0.352563,-0.806544,-0.99278,-0.457682,1.672936,88.35
-1.193654,0.570986,-0.467225,-1.710721,1.415642,-0.99278,-0.457682,1.672936,1.04
-1.193654,0.568563,-0.467402,-1.729249,1.415642,-0.99278,-0.457682,1.672936,23.78
-1.193654,0.33689,0.067187,-1.388835,1.415642,-0.99278,-0.457682,1.672936,28.58
-1.193654,0.534041,-0.54314,0.74786,1.415642,-0.99278,-0.457682,1.672936,44.73
-1.193654,-1.402122,-1.057556,0.525511,1.415642,-0.99278,-0.457682,1.672936,37.41
-1.193654,0.556549,-0.452184,0.027862,1.415642,-0.99278,-0.457682,1.672936,7.26
-1.193654,0.553146,-0.45006,0.117611,1.415642,-0.99278,-0.457682,1.672936,68.29
-1.193654,-0.66387,2.202713,-0.141682,1.415642,-0.99278,-0.457682,1.672936,71.55
-1.193654,0.608885,-0.388744,1.354264,1.415642,-0.99278,-0.457682,1.672936,69.08
-1.193654,0.615098,-0.390691,1.421563,1.415642,-0.99278,-0.457682,1.672936,88.31
-1.193654,-2.887677,0.731575,1.171973,1.415642,-0.99278,-0.457682,1.672936,92.9
-1.193654,0.557348,-0.501466,-0.23975,1.415642,-0.99278,-0.457682,1.672936,1.69
-1.193654,0.555311,-0.496954,-0.242991,1.415642,-0.99278,-0.457682,1.672936,0.96
-1.193654,-0.645694,2.394801,-0.352563,1.415642,-0.99278,-0.457682,1.672936,0.6
-1.193654,0.570986,-0.467225,-1.710721,-0.590997,-0.99278,-0.457682,1.672936,13.5
-1.193654,0.568563,-0.467402,-1.729249,-0.590997,-0.99278,-0.457682,1.672936,48.5
-1.193654,0.33689,0.067187,-1.388835,-0.590997,-0.99278,-0.457682,1.672936,50.86
-1.193654,0.534041,-0.54314,0.74786,-0.590997,-0.99278,-0.457682,1.672936,47.58
-1.193654,-1.402122,-1.057556,0.525511,-0.590997,-0.99278,-0.457682,1.672936,54.42
-1.193654,0.553146,-0.45006,0.117611,-0.590997,-0.99278,-0.457682,1.672936,77.66
-1.193654,-0.66387,2.202713,-0.141682,-0.590997,-0.99278,-0.457682,1.672936,81.48
-1.193654,0.608885,-0.388744,1.354264,-0.590997,-0.99278,-0.457682,1.672936,63.41
-1.193654,0.615098,-0.390691,1.421563,-0.590997,-0.99278,-0.457682,1.672936,77.47
-1.193654,-2.887677,0.731575,1.171973,-0.590997,-0.99278,-0.457682,1.672936,90.37
-1.193654,0.557348,-0.501466,-0.23975,-0.590997,-0.99278,-0.457682,1.672936,13.89
-1.193654,0.555311,-0.496954,-0.242991,-0.590997,-0.99278,-0.457682,1.672936,81.62
-1.193654,-0.645694,2.394801,-0.352563,-0.590997,-0.99278,-0.457682,1.672936,83.34
-1.193654,0.570986,-0.467225,-1.710721,-0.806544,-0.99278,-0.457682,1.672936,18.22
-1.193654,0.568563,-0.467402,-1.729249,-0.806544,-0.99278,-0.457682,1.672936,49.52
-1.193654,0.33689,0.067187,-1.388835,-0.806544,-0.99278,-0.457682,1.672936,47.68
-1.193654,0.539816,-0.545883,0.658154,-0.806544,-0.99278,-0.457682,1.672936,0.35
-1.193654,0.534041,-0.54314,0.74786,-0.806544,-0.99278,-0.457682,1.672936,48.43
-1.193654,-1.402122,-1.057556,0.525511,-0.806544,-0.99278,-0.457682,1.672936,43.58
-1.193654,0.556549,-0.452184,0.027862,-0.806544,-0.99278,-0.457682,1.672936,4.23
-1.193654,0.553146,-0.45006,0.117611,-0.806544,-0.99278,-0.457682,1.672936,79.46
-1.193654,-0.66387,2.202713,-0.141682,-0.806544,-0.99278,-0.457682,1.672936,79.06
-1.193654,0.608885,-0.388744,1.354264,-0.806544,-0.99278,-0.457682,1.672936,87.76
-1.193654,0.615098,-0.390691,1.421563,-0.806544,-0.99278,-0.457682,1.672936,93.03
-1.193654,-2.887677,0.731575,1.171973,-0.806544,-0.99278,-0.457682,1.672936,98.85
-1.193654,0.557348,-0.501466,-0.23975,-0.806544,-0.99278,-0.457682,1.672936,14.59
-1.193654,0.555311,-0.496954,-0.242991,-0.806544,-0.99278,-0.457682,1.672936,93.75
-1.193654,-0.645694,2.394801,-0.352563,-0.806544,-0.99278,-0.457682,1.672936,93.1
-1.11637,0.570986,-0.467225,-1.710721,1.415642,-0.983179,-0.653141,-0.198362,9.06
-1.11637,0.568563,-0.467402,-1.729249,1.415642,-0.983179,-0.653141,-0.198362,13.52
-1.11637,0.33689,0.067187,-1.388835,1.415642,-0.983179,-0.653141,-0.198362,13.85
-1.11637,0.539816,-0.545883,0.658154,1.415642,-0.983179,-0.653141,-0.198362,1.86
-1.11637,0.534041,-0.54314,0.74786,1.415642,-0.983179,-0.653141,-0.198362,13.89
-1.11637,-1.402122,-1.057556,0.525511,1.415642,-0.983179,-0.653141,-0.198362,16.72
-1.11637,0.556549,-0.452184,0.027862,1.415642,-0.983179,-0.653141,-0.198362,6.26
-1.11637,0.553146,-0.45006,0.117611,1.415642,-0.983179,-0.653141,-0.198362,23.32
-1.11637,-0.66387,2.202713,-0.141682,1.415642,-0.983179,-0.653141,-0.198362,26.39
-1.11637,0.608885,-0.388744,1.354264,1.415642,-0.983179,-0.653141,-0.198362,19.28
-1.11637,0.615098,-0.390691,1.421563,1.415642,-0.983179,-0.653141,-0.198362,20.16
-1.11637,-2.887677,0.731575,1.171973,1.415642,-0.983179,-0.653141,-0.198362,27.25
-1.11637,0.557348,-0.501466,-0.23975,1.415642,-0.983179,-0.653141,-0.198362,68.47
-1.11637,0.555311,-0.496954,-0.242991,1.415642,-0.983179,-0.653141,-0.198362,71.41
-1.11637,-0.645694,2.394801,-0.352563,1.415642,-0.983179,-0.653141,-0.198362,68.57
-1.11637,0.570986,-0.467225,-1.710721,-0.590997,-0.983179,-0.653141,-0.198362,3.31
-1.11637,0.568563,-0.467402,-1.729249,-0.590997,-0.983179,-0.653141,-0.198362,19.85
-1.11637,0.33689,0.067187,-1.388835,-0.590997,-0.983179,-0.653141,-0.198362,35.66
-1.11637,0.534041,-0.54314,0.74786,-0.590997,-0.983179,-0.653141,-0.198362,15.14
-1.11637,-1.402122,-1.057556,0.525511,-0.590997,-0.983179,-0.653141,-0.198362,47.46
-1.11637,0.556549,-0.452184,0.027862,-0.590997,-0.983179,-0.653141,-0.198362,0.62
-1.11637,0.553146,-0.45006,0.117611,-0.590997,-0.983179,-0.653141,-0.198362,27.3
-1.11637,-0.66387,2.202713,-0.141682,-0.590997,-0.983179,-0.653141,-0.198362,67.48
-1.11637,0.608885,-0.388744,1.354264,-0.590997,-0.983179,-0.653141,-0.198362,17.32
-1.11637,0.615098,-0.390691,1.421563,-0.590997,-0.983179,-0.653141,-0.198362,16.26
-1.11637,-2.887677,0.731575,1.171973,-0.590997,-0.983179,-0.653141,-0.198362,50.43
-1.11637,0.557348,-0.501466,-0.23975,-0.590997,-0.983179,-0.653141,-0.198362,4.71
-1.11637,0.555311,-0.496954,-0.242991,-0.590997,-0.983179,-0.653141,-0.198362,45.27
-1.11637,-0.645694,2.394801,-0.352563,-0.590997,-0.983179,-0.653141,-0.198362,58.94
-1.11637,0.570986,-0.467225,-1.710721,-0.806544,-0.983179,-0.653141,-0.198362,20.6
-1.11637,0.568563,-0.467402,-1.729249,-0.806544,-0.983179,-0.653141,-0.198362,33.22
-1.11637,0.33689,0.067187,-1.388835,-0.806544,-0.983179,-0.653141,-0.198362,48.39
-1.11637,0.539816,-0.545883,0.658154,-0.806544,-0.983179,-0.653141,-0.198362,2.02
-1.11637,0.534041,-0.54314,0.74786,-0.806544,-0.983179,-0.653141,-0.198362,28.53
-1.11637,-1.402122,-1.057556,0.525511,-0.806544,-0.983179,-0.653141,-0.198362,49.32
-1.11637,0.556549,-0.452184,0.027862,-0.806544,-0.983179,-0.653141,-0.198362,7.12
-1.11637,0.553146,-0.45006,0.117611,-0.806544,-0.983179,-0.653141,-0.198362,49.4
-1.11637,-0.66387,2.202713,-0.141682,-0.806544,-0.983179,-0.653141,-0.198362,74.17
-1.11637,0.608885,-0.388744,1.354264,-0.806544,-0.983179,-0.653141,-0.198362,44.48
-1.11637,0.615098,-0.390691,1.421563,-0.806544,-0.983179,-0.653141,-0.198362,59.28
-1.11637,-2.887677,0.731575,1.171973,-0.806544,-0.983179,-0.653141,-0.198362,81.51
-1.11637,0.557348,-0.501466,-0.23975,-0.806544,-0.983179,-0.653141,-0.198362,28.3
-1.11637,0.555311,-0.496954,-0.242991,-0.806544,-0.983179,-0.653141,-0.198362,68.89
-1.11637,-0.645694,2.394801,-0.352563,-0.806544,-0.983179,-0.653141,-0.198362,84.4
-0.884518,0.570986,-0.467225,-1.710721,1.415642,-0.983179,-0.653141,-0.198362,5.3
-0.884518,0.568563,-0.467402,-1.729249,1.415642,-0.983179,-0.653141,-0.198362,41.59
-0.884518,0.33689,0.067187,-1.388835,1.415642,-0.983179,-0.653141,-0.198362,44.78
-0.884518,0.539816,-0.545883,0.658154,1.415642,-0.983179,-0.653141,-0.198362,1.26
-0.884518,0.534041,-0.54314,0.74786,1.415642,-0.983179,-0.653141,-0.198362,53.18
-0.884518,-1.402122,-1.057556,0.525511,1.415642,-0.983179,-0.653141,-0.198362,54.63
-0.884518,0.556549,-0.452184,0.027862,1.415642,-0.983179,-0.653141,-0.198362,4.25
-0.884518,0.553146,-0.45006,0.117611,1.415642,-0.983179,-0.653141,-0.198362,82.46
-0.884518,-0.66387,2.202713,-0.141682,1.415642,-0.983179,-0.653141,-0.198362,79.08
-0.884518,0.608885,-0.388744,1.354264,1.415642,-0.983179,-0.653141,-0.198362,74.61
-0.884518,0.615098,-0.390691,1.421563,1.415642,-0.983179,-0.653141,-0.198362,83.38
-0.884518,-2.887677,0.731575,1.171973,1.415642,-0.983179,-0.653141,-0.198362,91.37
-0.884518,0.557348,-0.501466,-0.23975,1.415642,-0.983179,-0.653141,-0.198362,9.15
-0.884518,0.555311,-0.496954,-0.242991,1.415642,-0.983179,-0.653141,-0.198362,1.71
-0.884518,-0.645694,2.394801,-0.352563,1.415642,-0.983179,-0.653141,-0.198362,2.73
-0.884518,0.570986,-0.467225,-1.710721,-0.590997,-0.983179,-0.653141,-0.198362,25.84
-0.884518,0.568563,-0.467402,-1.729249,-0.590997,-0.983179,-0.653141,-0.198362,48.07
-0.884518,0.33689,0.067187,-1.388835,-0.590997,-0.983179,-0.653141,-0.198362,48
-0.884518,0.539816,-0.545883,0.658154,-0.590997,-0.983179,-0.653141,-0.198362,0.86
-0.884518,0.534041,-0.54314,0.74786,-0.590997,-0.983179,-0.653141,-0.198362,46.2
-0.884518,-1.402122,-1.057556,0.525511,-0.590997,-0.983179,-0.653141,-0.198362,51.4
-0.884518,0.556549,-0.452184,0.027862,-0.590997,-0.983179,-0.653141,-0.198362,2.62
-0.884518,0.553146,-0.45006,0.117611,-0.590997,-0.983179,-0.653141,-0.198362,73.85
-0.884518,-0.66387,2.202713,-0.141682,-0.590997,-0.983179,-0.653141,-0.198362,78.47
-0.884518,0.608885,-0.388744,1.354264,-0.590997,-0.983179,-0.653141,-0.198362,61.92
-0.884518,0.615098,-0.390691,1.421563,-0.590997,-0.983179,-0.653141,-0.198362,66.71
-0.884518,-2.887677,0.731575,1.171973,-0.590997,-0.983179,-0.653141,-0.198362,69.84
-0.884518,0.557348,-0.501466,-0.23975,-0.590997,-0.983179,-0.653141,-0.198362,35.86
-0.884518,0.555311,-0.496954,-0.242991,-0.590997,-0.983179,-0.653141,-0.198362,81.61
-0.884518,-0.645694,2.394801,-0.352563,-0.590997,-0.983179,-0.653141,-0.198362,84.56
-0.884518,0.570986,-0.467225,-1.710721,-0.806544,-0.983179,-0.653141,-0.198362,28.69
-0.884518,0.568563,-0.467402,-1.729249,-0.806544,-0.983179,-0.653141,-0.198362,53.85
-0.884518,0.33689,0.067187,-1.388835,-0.806544,-0.983179,-0.653141,-0.198362,55.16
-0.884518,0.539816,-0.545883,0.658154,-0.806544,-0.983179,-0.653141,-0.198362,1.07
-0.884518,0.534041,-0.54314,0.74786,-0.806544,-0.983179,-0.653141,-0.198362,54.24
-0.884518,-1.402122,-1.057556,0.525511,-0.806544,-0.983179,-0.653141,-0.198362,50.1
-0.884518,0.556549,-0.452184,0.027862,-0.806544,-0.983179,-0.653141,-0.198362,3.14
-0.884518,0.553146,-0.45006,0.117611,-0.806544,-0.983179,-0.653141,-0.198362,80.4
-0.884518,-0.66387,2.202713,-0.141682,-0.806544,-0.983179,-0.653141,-0.198362,82.63
-0.884518,0.608885,-0.388744,1.354264,-0.806544,-0.983179,-0.653141,-0.198362,89.89
-0.884518,0.615098,-0.390691,1.421563,-0.806544,-0.983179,-0.653141,-0.198362,92.9
-0.884518,-2.887677,0.731575,1.171973,-0.806544,-0.983179,-0.653141,-0.198362,94.15
-0.884518,0.557348,-0.501466,-0.23975,-0.806544,-0.983179,-0.653141,-0.198362,41.59
-0.884518,0.555311,-0.496954,-0.242991,-0.806544,-0.983179,-0.653141,-0.198362,95.13
-0.884518,-0.645694,2.394801,-0.352563,-0.806544,-0.983179,-0.653141,-0.198362,92.39
-1.193654,0.570986,-0.467225,-1.710721,1.415642,-0.983179,-0.653141,-0.198362,1.26
-1.193654,0.568563,-0.467402,-1.729249,1.415642,-0.983179,-0.653141,-0.198362,12.62
-1.193654,0.33689,0.067187,-1.388835,1.415642,-0.983179,-0.653141,-0.198362,36.64
-1.193654,0.534041,-0.54314,0.74786,1.415642,-0.983179,-0.653141,-0.198362,52.34
-1.193654,-1.402122,-1.057556,0.525511,1.415642,-0.983179,-0.653141,-0.198362,57.09
-1.193654,0.556549,-0.452184,0.027862,1.415642,-0.983179,-0.653141,-0.198362,1.12
-1.193654,0.553146,-0.45006,0.117611,1.415642,-0.983179,-0.653141,-0.198362,83.15
-1.193654,-0.66387,2.202713,-0.141682,1.415642,-0.983179,-0.653141,-0.198362,82.84
-1.193654,0.608885,-0.388744,1.354264,1.415642,-0.983179,-0.653141,-0.198362,80.49
-1.193654,0.615098,-0.390691,1.421563,1.415642,-0.983179,-0.653141,-0.198362,89.9
-1.193654,-2.887677,0.731575,1.171973,1.415642,-0.983179,-0.653141,-0.198362,94.3
-1.193654,0.557348,-0.501466,-0.23975,1.415642,-0.983179,-0.653141,-0.198362,2.24
-1.193654,0.555311,-0.496954,-0.242991,1.415642,-0.983179,-0.653141,-0.198362,1.83
-1.193654,-0.645694,2.394801,-0.352563,1.415642,-0.983179,-0.653141,-0.198362,0.75
-1.193654,0.570986,-0.467225,-1.710721,-0.590997,-0.983179,-0.653141,-0.198362,9.33
-1.193654,0.568563,-0.467402,-1.729249,-0.590997,-0.983179,-0.653141,-0.198362,45.93
-1.193654,0.33689,0.067187,-1.388835,-0.590997,-0.983179,-0.653141,-0.198362,52.24
-1.193654,0.539816,-0.545883,0.658154,-0.590997,-0.983179,-0.653141,-0.198362,0.34
-1.193654,0.534041,-0.54314,0.74786,-0.590997,-0.983179,-0.653141,-0.198362,43.34
-1.193654,-1.402122,-1.057556,0.525511,-0.590997,-0.983179,-0.653141,-0.198362,53.38
-1.193654,0.556549,-0.452184,0.027862,-0.590997,-0.983179,-0.653141,-0.198362,0.84
-1.193654,0.553146,-0.45006,0.117611,-0.590997,-0.983179,-0.653141,-0.198362,72.18
-1.193654,-0.66387,2.202713,-0.141682,-0.590997,-0.983179,-0.653141,-0.198362,83.94
-1.193654,0.608885,-0.388744,1.354264,-0.590997,-0.983179,-0.653141,-0.198362,38.33
-1.193654,0.615098,-0.390691,1.421563,-0.590997,-0.983179,-0.653141,-0.198362,59.55
-1.193654,-2.887677,0.731575,1.171973,-0.590997,-0.983179,-0.653141,-0.198362,77.76
-1.193654,0.557348,-0.501466,-0.23975,-0.590997,-0.983179,-0.653141,-0.198362,11.79
-1.193654,0.555311,-0.496954,-0.242991,-0.590997,-0.983179,-0.653141,-0.198362,83.94
-1.193654,-0.645694,2.394801,-0.352563,-0.590997,-0.983179,-0.653141,-0.198362,90.73
-1.193654,0.570986,-0.467225,-1.710721,-0.806544,-0.983179,-0.653141,-0.198362,12.78
-1.193654,0.568563,-0.467402,-1.729249,-0.806544,-0.983179,-0.653141,-0.198362,49.15
-1.193654,0.33689,0.067187,-1.388835,-0.806544,-0.983179,-0.653141,-0.198362,55.57
-1.193654,0.539816,-0.545883,0.658154,-0.806544,-0.983179,-0.653141,-0.198362,0.36
-1.193654,0.534041,-0.54314,0.74786,-0.806544,-0.983179,-0.653141,-0.198362,50.11
-1.193654,-1.402122,-1.057556,0.525511,-0.806544,-0.983179,-0.653141,-0.198362,53.33
-1.193654,0.556549,-0.452184,0.027862,-0.806544,-0.983179,-0.653141,-0.198362,0.97
-1.193654,0.553146,-0.45006,0.117611,-0.806544,-0.983179,-0.653141,-0.198362,80.68
-1.193654,-0.66387,2.202713,-0.141682,-0.806544,-0.983179,-0.653141,-0.198362,83.05
-1.193654,0.608885,-0.388744,1.354264,-0.806544,-0.983179,-0.653141,-0.198362,81.38
-1.193654,0.615098,-0.390691,1.421563,-0.806544,-0.983179,-0.653141,-0.198362,89.47
-1.193654,-2.887677,0.731575,1.171973,-0.806544,-0.983179,-0.653141,-0.198362,95.75
-1.193654,0.557348,-0.501466,-0.23975,-0.806544,-0.983179,-0.653141,-0.198362,9.97
-1.193654,0.555311,-0.496954,-0.242991,-0.806544,-0.983179,-0.653141,-0.198362,86.09
-1.193654,-0.645694,2.394801,-0.352563,-0.806544,-0.983179,-0.653141,-0.198362,94.55
1.356722,0.570986,-0.467225,-1.710721,1.415642,0.721067,-0.653141,-0.896134,11.59
1.356722,0.568563,-0.467402,-1.729249,1.415642,0.721067,-0.653141,-0.896134,12.37
1.356722,0.33689,0.067187,-1.388835,1.415642,0.721067,-0.653141,-0.896134,16.16
1.356722,0.539816,-0.545883,0.658154,1.415642,0.721067,-0.653141,-0.896134,1.73
1.356722,0.534041,-0.54314,0.74786,1.415642,0.721067,-0.653141,-0.896134,4.22
1.356722,-1.402122,-1.057556,0.525511,1.415642,0.721067,-0.653141,-0.896134,4.11
1.356722,0.556549,-0.452184,0.027862,1.415642,0.721067,-0.653141,-0.896134,7.91
1.356722,0.553146,-0.45006,0.117611,1.415642,0.721067,-0.653141,-0.896134,14
1.356722,-0.66387,2.202713,-0.141682,1.415642,0.721067,-0.653141,-0.896134,18.41
1.356722,0.608885,-0.388744,1.354264,1.415642,0.721067,-0.653141,-0.896134,13.99
1.356722,0.615098,-0.390691,1.421563,1.415642,0.721067,-0.653141,-0.896134,20.04
1.356722,-2.887677,0.731575,1.171973,1.415642,0.721067,-0.653141,-0.896134,19.49
1.356722,0.557348,-0.501466,-0.23975,1.415642,0.721067,-0.653141,-0.896134,9.47
1.356722,0.555311,-0.496954,-0.242991,1.415642,0.721067,-0.653141,-0.896134,10.26
1.356722,-0.645694,2.394801,-0.352563,1.415642,0.721067,-0.653141,-0.896134,14.94
1.356722,0.570986,-0.467225,-1.710721,-0.590997,0.721067,-0.653141,-0.896134,15.12
1.356722,0.568563,-0.467402,-1.729249,-0.590997,0.721067,-0.653141,-0.896134,28.4
1.356722,0.33689,0.067187,-1.388835,-0.590997,0.721067,-0.653141,-0.896134,34.38
1.356722,0.539816,-0.545883,0.658154,-0.590997,0.721067,-0.653141,-0.896134,0.38
1.356722,0.534041,-0.54314,0.74786,-0.590997,0.721067,-0.653141,-0.896134,9.04
1.356722,-1.402122,-1.057556,0.525511,-0.590997,0.721067,-0.653141,-0.896134,13.52
1.356722,0.556549,-0.452184,0.027862,-0.590997,0.721067,-0.653141,-0.896134,3.05
1.356722,0.553146,-0.45006,0.117611,-0.590997,0.721067,-0.653141,-0.896134,26.52
1.356722,-0.66387,2.202713,-0.141682,-0.590997,0.721067,-0.653141,-0.896134,28.15
1.356722,0.608885,-0.388744,1.354264,-0.590997,0.721067,-0.653141,-0.896134,22.49
1.356722,0.615098,-0.390691,1.421563,-0.590997,0.721067,-0.653141,-0.896134,37.83
1.356722,-2.887677,0.731575,1.171973,-0.590997,0.721067,-0.653141,-0.896134,43.38
1.356722,0.557348,-0.501466,-0.23975,-0.590997,0.721067,-0.653141,-0.896134,10.01
1.356722,0.555311,-0.496954,-0.242991,-0.590997,0.721067,-0.653141,-0.896134,21.47
1.356722,-0.645694,2.394801,-0.352563,-0.590997,0.721067,-0.653141,-0.896134,32.76
1.356722,0.570986,-0.467225,-1.710721,-0.806544,0.721067,-0.653141,-0.896134,11.65
1.356722,0.568563,-0.467402,-1.729249,-0.806544,0.721067,-0.653141,-0.896134,22.58
1.356722,0.33689,0.067187,-1.388835,-0.806544,0.721067,-0.653141,-0.896134,35.26
1.356722,0.539816,-0.545883,0.658154,-0.806544,0.721067,-0.653141,-0.896134,0.28
1.356722,0.534041,-0.54314,0.74786,-0.806544,0.721067,-0.653141,-0.896134,4.06
1.356722,-1.402122,-1.057556,0.525511,-0.806544,0.721067,-0.653141,-0.896134,8.04
1.356722,0.556549,-0.452184,0.027862,-0.806544,0.721067,-0.653141,-0.896134,2.55
1.356722,0.553146,-0.45006,0.117611,-0.806544,0.721067,-0.653141,-0.896134,17.09
1.356722,-0.66387,2.202713,-0.141682,-0.806544,0.721067,-0.653141,-0.896134,30.6
1.356722,0.608885,-0.388744,1.354264,-0.806544,0.721067,-0.653141,-0.896134,26.31
1.356722,0.615098,-0.390691,1.421563,-0.806544,0.721067,-0.653141,-0.896134,50.1
1.356722,-2.887677,0.731575,1.171973,-0.806544,0.721067,-0.653141,-0.896134,55
1.356722,0.557348,-0.501466,-0.23975,-0.806544,0.721067,-0.653141,-0.896134,6.97
1.356722,0.555311,-0.496954,-0.242991,-0.806544,0.721067,-0.653141,-0.896134,18.12
1.356722,-0.645694,2.394801,-0.352563,-0.806544,0.721067,-0.653141,-0.896134,29.07
-2.057418,0.570986,-0.467225,-1.710721,1.415642,0.721067,-0.653141,-0.896134,1.25
-2.057418,0.568563,-0.467402,-1.729249,1.415642,0.721067,-0.653141,-0.896134,8.11
-2.057418,0.33689,0.067187,-1.388835,1.415642,0.721067,-0.653141,-0.896134,9.11
-2.057418,0.539816,-0.545883,0.658154,1.415642,0.721067,-0.653141,-0.896134,0.12
-2.057418,0.534041,-0.54314,0.74786,1.415642,0.721067,-0.653141,-0.896134,3.27
-2.057418,-1.402122,-1.057556,0.525511,1.415642,0.721067,-0.653141,-0.896134,9.11
-2.057418,0.556549,-0.452184,0.027862,1.415642,0.721067,-0.653141,-0.896134,0.69
-2.057418,0.553146,-0.45006,0.117611,1.415642,0.721067,-0.653141,-0.896134,8.88
-2.057418,-0.66387,2.202713,-0.141682,1.415642,0.721067,-0.653141,-0.896134,6.08
-2.057418,0.608885,-0.388744,1.354264,1.415642,0.721067,-0.653141,-0.896134,7.97
-2.057418,0.615098,-0.390691,1.421563,1.415642,0.721067,-0.653141,-0.896134,11.18
-2.057418,-2.887677,0.731575,1.171973,1.415642,0.721067,-0.653141,-0.896134,13.04
-2.057418,0.557348,-0.501466,-0.23975,1.415642,0.721067,-0.653141,-0.896134,3.24
-2.057418,0.555311,-0.496954,-0.242991,1.415642,0.721067,-0.653141,-0.896134,8
-2.057418,-0.645694,2.394801,-0.352563,1.415642,0.721067,-0.653141,-0.896134,9.68
-2.057418,0.568563,-0.467402,-1.729249,-0.590997,0.721067,-0.653141,-0.896134,3.34
-2.057418,0.33689,0.067187,-1.388835,-0.590997,0.721067,-0.653141,-0.896134,23.71
-2.057418,-1.402122,-1.057556,0.525511,-0.590997,0.721067,-0.653141,-0.896134,1.74
-2.057418,0.553146,-0.45006,0.117611,-0.590997,0.721067,-0.653141,-0.896134,1.13
-2.057418,-0.66387,2.202713,-0.141682,-0.590997,0.721067,-0.653141,-0.896134,4.89
-2.057418,0.608885,-0.388744,1.354264,-0.590997,0.721067,-0.653141,-0.896134,4.51
-2.057418,0.615098,-0.390691,1.421563,-0.590997,0.721067,-0.653141,-0.896134,34.38
-2.057418,-2.887677,0.731575,1.171973,-0.590997,0.721067,-0.653141,-0.896134,42.29
-2.057418,0.555311,-0.496954,-0.242991,-0.590997,0.721067,-0.653141,-0.896134,5.95
-2.057418,-0.645694,2.394801,-0.352563,-0.590997,0.721067,-0.653141,-0.896134,8.97
-2.057418,0.568563,-0.467402,-1.729249,-0.806544,0.721067,-0.653141,-0.896134,3.07
-2.057418,0.33689,0.067187,-1.388835,-0.806544,0.721067,-0.653141,-0.896134,14.25
-2.057418,-1.402122,-1.057556,0.525511,-0.806544,0.721067,-0.653141,-0.896134,0.88
-2.057418,0.553146,-0.45006,0.117611,-0.806544,0.721067,-0.653141,-0.896134,0.83
-2.057418,-0.66387,2.202713,-0.141682,-0.806544,0.721067,-0.653141,-0.896134,2.9
