 additive_.C4_electrostatic_charge , additive_.C5_NMR_shift , additive_.N1_electrostatic_charge , additive_molecular_volume , aryl_halide_.C1_NMR_shift , aryl_halide_.C3_NMR_shift , aryl_halide_.C3_electrostatic_charge , aryl_halide_V1_intensity , aryl_halide_V3_frequency , aryl_halide_molecular_volume , base_electronegativity , ligand_.C10_NMR_shift , ligand_.C13_NMR_shift , ligand_.C13_electrostatic_charge , ligand_V10_intensity , yield 
-0.020614,-1.048556,0.315726,-0.063557,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,1.403618,-0.769,1.174377,-0.279217,-0.580097,48.48
-0.020614,-1.048556,0.315726,-0.063557,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,1.403618,-0.769,1.174377,-0.279217,-0.580097,47.29
-0.020614,-1.048556,0.315726,-0.063557,0.539816,-0.545883,-0.774534,-0.790703,0.48661,0.260132,1.403618,-0.769,1.174377,-0.279217,-0.580097,0.68
-0.020614,-1.048556,0.315726,-0.063557,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,1.403618,-0.769,1.174377,-0.279217,-0.580097,40.82
-0.020614,-1.048556,0.315726,-0.063557,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,1.403618,-0.769,1.174377,-0.279217,-0.580097,45.5
-0.020614,-1.048556,0.315726,-0.063557,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,1.403618,-0.769,1.174377,-0.279217,-0.580097,2.46
-0.020614,-1.048556,0.315726,-0.063557,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,1.403618,-0.769,1.174377,-0.279217,-0.580097,73.58
-0.020614,-1.048556,0.315726,-0.063557,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,1.403618,-0.769,1.174377,-0.279217,-0.580097,79.18
-0.020614,-1.048556,0.315726,-0.063557,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,1.403618,-0.769,1.174377,-0.279217,-0.580097,78.17
-0.020614,-1.048556,0.315726,-0.063557,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,1.403618,-0.769,1.174377,-0.279217,-0.580097,84.44
-0.020614,-1.048556,0.315726,-0.063557,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,1.403618,-0.769,1.174377,-0.279217,-0.580097,91.21
-0.020614,-1.048556,0.315726,-0.063557,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,1.403618,-0.769,1.174377,-0.279217,-0.580097,40.48
-0.020614,-1.048556,0.315726,-0.063557,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,1.403618,-0.769,1.174377,-0.279217,-0.580097,78.37
-0.020614,-1.048556,0.315726,-0.063557,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,-0.457047,-0.769,1.174377,-0.279217,-0.580097,23.89
-0.020614,-1.048556,0.315726,-0.063557,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,-0.457047,-0.769,1.174377,-0.279217,-0.580097,46.8
-0.020614,-1.048556,0.315726,-0.063557,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,-0.457047,-0.769,1.174377,-0.279217,-0.580097,46.14
-0.020614,-1.048556,0.315726,-0.063557,0.539816,-0.545883,-0.774534,-0.790703,0.48661,0.260132,-0.457047,-0.769,1.174377,-0.279217,-0.580097,0.81
-0.020614,-1.048556,0.315726,-0.063557,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,-0.457047,-0.769,1.174377,-0.279217,-0.580097,34.83
-0.020614,-1.048556,0.315726,-0.063557,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,-0.457047,-0.769,1.174377,-0.279217,-0.580097,44.26
-0.020614,-1.048556,0.315726,-0.063557,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,-0.457047,-0.769,1.174377,-0.279217,-0.580097,9.03
-0.020614,-1.048556,0.315726,-0.063557,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,-0.457047,-0.769,1.174377,-0.279217,-0.580097,74.24
-0.020614,-1.048556,0.315726,-0.063557,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,-0.457047,-0.769,1.174377,-0.279217,-0.580097,78.11
-0.020614,-1.048556,0.315726,-0.063557,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,-0.457047,-0.769,1.174377,-0.279217,-0.580097,86.12
-0.020614,-1.048556,0.315726,-0.063557,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,-0.457047,-0.769,1.174377,-0.279217,-0.580097,87.96
-0.020614,-1.048556,0.315726,-0.063557,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,-0.457047,-0.769,1.174377,-0.279217,-0.580097,92.35
-0.020614,-1.048556,0.315726,-0.063557,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,-0.457047,-0.769,1.174377,-0.279217,-0.580097,42.38
-0.020614,-1.048556,0.315726,-0.063557,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,-0.457047,-0.769,1.174377,-0.279217,-0.580097,89.59
-0.020614,-1.048556,0.315726,-0.063557,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,-0.457047,-0.769,1.174377,-0.279217,-0.580097,88.35
-0.237095,-1.238589,-1.021362,-1.38226,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,-0.922213,-0.769,1.174377,-0.279217,-0.580097,1.04
-0.237095,-1.238589,-1.021362,-1.38226,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,-0.922213,-0.769,1.174377,-0.279217,-0.580097,23.78
-0.237095,-1.238589,-1.021362,-1.38226,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,-0.922213,-0.769,1.174377,-0.279217,-0.580097,28.58
-0.237095,-1.238589,-1.021362,-1.38226,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,-0.922213,-0.769,1.174377,-0.279217,-0.580097,44.73
-0.237095,-1.238589,-1.021362,-1.38226,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,-0.922213,-0.769,1.174377,-0.279217,-0.580097,37.41
-0.237095,-1.238589,-1.021362,-1.38226,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,-0.922213,-0.769,1.174377,-0.279217,-0.580097,7.26
-0.237095,-1.238589,-1.021362,-1.38226,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,-0.922213,-0.769,1.174377,-0.279217,-0.580097,68.29
-0.237095,-1.238589,-1.021362,-1.38226,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,-0.922213,-0.769,1.174377,-0.279217,-0.580097,71.55
-0.237095,-1.238589,-1.021362,-1.38226,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,-0.922213,-0.769,1.174377,-0.279217,-0.580097,69.08
-0.237095,-1.238589,-1.021362,-1.38226,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,-0.922213,-0.769,1.174377,-0.279217,-0.580097,88.31
-0.237095,-1.238589,-1.021362,-1.38226,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,-0.922213,-0.769,1.174377,-0.279217,-0.580097,92.9
-0.237095,-1.238589,-1.021362,-1.38226,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,-0.922213,-0.769,1.174377,-0.279217,-0.580097,1.69
-0.237095,-1.238589,-1.021362,-1.38226,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,-0.922213,-0.769,1.174377,-0.279217,-0.580097,0.96
-0.237095,-1.238589,-1.021362,-1.38226,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,-0.922213,-0.769,1.174377,-0.279217,-0.580097,0.6
-0.237095,-1.238589,-1.021362,-1.38226,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,1.403618,-0.769,1.174377,-0.279217,-0.580097,13.5
-0.237095,-1.238589,-1.021362,-1.38226,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,1.403618,-0.769,1.174377,-0.279217,-0.580097,48.5
-0.237095,-1.238589,-1.021362,-1.38226,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,1.403618,-0.769,1.174377,-0.279217,-0.580097,50.86
-0.237095,-1.238589,-1.021362,-1.38226,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,1.403618,-0.769,1.174377,-0.279217,-0.580097,47.58
-0.237095,-1.238589,-1.021362,-1.38226,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,1.403618,-0.769,1.174377,-0.279217,-0.580097,54.42
-0.237095,-1.238589,-1.021362,-1.38226,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,1.403618,-0.769,1.174377,-0.279217,-0.580097,77.66
-0.237095,-1.238589,-1.021362,-1.38226,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,1.403618,-0.769,1.174377,-0.279217,-0.580097,81.48
-0.237095,-1.238589,-1.021362,-1.38226,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,1.403618,-0.769,1.174377,-0.279217,-0.580097,63.41
-0.237095,-1.238589,-1.021362,-1.38226,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,1.403618,-0.769,1.174377,-0.279217,-0.580097,77.47
-0.237095,-1.238589,-1.021362,-1.38226,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,1.403618,-0.769,1.174377,-0.279217,-0.580097,90.37
-0.237095,-1.238589,-1.021362,-1.38226,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,1.403618,-0.769,1.174377,-0.279217,-0.580097,13.89
-0.237095,-1.238589,-1.021362,-1.38226,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,1.403618,-0.769,1.174377,-0.279217,-0.580097,81.62
-0.237095,-1.238589,-1.021362,-1.38226,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,1.403618,-0.769,1.174377,-0.279217,-0.580097,83.34
-0.237095,-1.238589,-1.021362,-1.38226,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,-0.457047,-0.769,1.174377,-0.279217,-0.580097,18.22
-0.237095,-1.238589,-1.021362,-1.38226,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,-0.457047,-0.769,1.174377,-0.279217,-0.580097,49.52
-0.237095,-1.238589,-1.021362,-1.38226,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,-0.457047,-0.769,1.174377,-0.279217,-0.580097,47.68
-0.237095,-1.238589,-1.021362,-1.38226,0.539816,-0.545883,-0.774534,-0.790703,0.48661,0.260132,-0.457047,-0.769,1.174377,-0.279217,-0.580097,0.35
-0.237095,-1.238589,-1.021362,-1.38226,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,-0.457047,-0.769,1.174377,-0.279217,-0.580097,48.43
-0.237095,-1.238589,-1.021362,-1.38226,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,-0.457047,-0.769,1.174377,-0.279217,-0.580097,43.58
-0.237095,-1.238589,-1.021362,-1.38226,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,-0.457047,-0.769,1.174377,-0.279217,-0.580097,4.23
-0.237095,-1.238589,-1.021362,-1.38226,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,-0.457047,-0.769,1.174377,-0.279217,-0.580097,79.46
-0.237095,-1.238589,-1.021362,-1.38226,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,-0.457047,-0.769,1.174377,-0.279217,-0.580097,79.06
-0.237095,-1.238589,-1.021362,-1.38226,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,-0.457047,-0.769,1.174377,-0.279217,-0.580097,87.76
-0.237095,-1.238589,-1.021362,-1.38226,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,-0.457047,-0.769,1.174377,-0.279217,-0.580097,93.03
-0.237095,-1.238589,-1.021362,-1.38226,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,-0.457047,-0.769,1.174377,-0.279217,-0.580097,98.85
-0.237095,-1.238589,-1.021362,-1.38226,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,-0.457047,-0.769,1.174377,-0.279217,-0.580097,14.59
-0.237095,-1.238589,-1.021362,-1.38226,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,-0.457047,-0.769,1.174377,-0.279217,-0.580097,93.75
-0.237095,-1.238589,-1.021362,-1.38226,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,-0.457047,-0.769,1.174377,-0.279217,-0.580097,93.1
1.438053,-1.852966,0.804277,-0.064162,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,-0.922213,-1.033227,0.692006,0.18435,-0.58353,9.06
1.438053,-1.852966,0.804277,-0.064162,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,-0.922213,-1.033227,0.692006,0.18435,-0.58353,13.52
1.438053,-1.852966,0.804277,-0.064162,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,-0.922213,-1.033227,0.692006,0.18435,-0.58353,13.85
1.438053,-1.852966,0.804277,-0.064162,0.539816,-0.545883,-0.774534,-0.790703,0.48661,0.260132,-0.922213,-1.033227,0.692006,0.18435,-0.58353,1.86
1.438053,-1.852966,0.804277,-0.064162,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,-0.922213,-1.033227,0.692006,0.18435,-0.58353,13.89
1.438053,-1.852966,0.804277,-0.064162,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,-0.922213,-1.033227,0.692006,0.18435,-0.58353,16.72
1.438053,-1.852966,0.804277,-0.064162,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,-0.922213,-1.033227,0.692006,0.18435,-0.58353,6.26
1.438053,-1.852966,0.804277,-0.064162,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,-0.922213,-1.033227,0.692006,0.18435,-0.58353,23.32
1.438053,-1.852966,0.804277,-0.064162,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,-0.922213,-1.033227,0.692006,0.18435,-0.58353,26.39
1.438053,-1.852966,0.804277,-0.064162,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,-0.922213,-1.033227,0.692006,0.18435,-0.58353,19.28
1.438053,-1.852966,0.804277,-0.064162,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,-0.922213,-1.033227,0.692006,0.18435,-0.58353,20.16
1.438053,-1.852966,0.804277,-0.064162,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,-0.922213,-1.033227,0.692006,0.18435,-0.58353,27.25
1.438053,-1.852966,0.804277,-0.064162,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,-0.922213,-1.033227,0.692006,0.18435,-0.58353,68.47
1.438053,-1.852966,0.804277,-0.064162,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,-0.922213,-1.033227,0.692006,0.18435,-0.58353,71.41
1.438053,-1.852966,0.804277,-0.064162,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,-0.922213,-1.033227,0.692006,0.18435,-0.58353,68.57
1.438053,-1.852966,0.804277,-0.064162,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,1.403618,-1.033227,0.692006,0.18435,-0.58353,3.31
1.438053,-1.852966,0.804277,-0.064162,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,1.403618,-1.033227,0.692006,0.18435,-0.58353,19.85
1.438053,-1.852966,0.804277,-0.064162,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,1.403618,-1.033227,0.692006,0.18435,-0.58353,35.66
1.438053,-1.852966,0.804277,-0.064162,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,1.403618,-1.033227,0.692006,0.18435,-0.58353,15.14
1.438053,-1.852966,0.804277,-0.064162,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,1.403618,-1.033227,0.692006,0.18435,-0.58353,47.46
1.438053,-1.852966,0.804277,-0.064162,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,1.403618,-1.033227,0.692006,0.18435,-0.58353,0.62
1.438053,-1.852966,0.804277,-0.064162,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,1.403618,-1.033227,0.692006,0.18435,-0.58353,27.3
1.438053,-1.852966,0.804277,-0.064162,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,1.403618,-1.033227,0.692006,0.18435,-0.58353,67.48
1.438053,-1.852966,0.804277,-0.064162,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,1.403618,-1.033227,0.692006,0.18435,-0.58353,17.32
1.438053,-1.852966,0.804277,-0.064162,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,1.403618,-1.033227,0.692006,0.18435,-0.58353,16.26
1.438053,-1.852966,0.804277,-0.064162,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,1.403618,-1.033227,0.692006,0.18435,-0.58353,50.43
1.438053,-1.852966,0.804277,-0.064162,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,1.403618,-1.033227,0.692006,0.18435,-0.58353,4.71
1.438053,-1.852966,0.804277,-0.064162,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,1.403618,-1.033227,0.692006,0.18435,-0.58353,45.27
1.438053,-1.852966,0.804277,-0.064162,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,1.403618,-1.033227,0.692006,0.18435,-0.58353,58.94
1.438053,-1.852966,0.804277,-0.064162,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,-0.457047,-1.033227,0.692006,0.18435,-0.58353,20.6
1.438053,-1.852966,0.804277,-0.064162,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,-0.457047,-1.033227,0.692006,0.18435,-0.58353,33.22
1.438053,-1.852966,0.804277,-0.064162,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,-0.457047,-1.033227,0.692006,0.18435,-0.58353,48.39
1.438053,-1.852966,0.804277,-0.064162,0.539816,-0.545883,-0.774534,-0.790703,0.48661,0.260132,-0.457047,-1.033227,0.692006,0.18435,-0.58353,2.02
1.438053,-1.852966,0.804277,-0.064162,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,-0.457047,-1.033227,0.692006,0.18435,-0.58353,28.53
1.438053,-1.852966,0.804277,-0.064162,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,-0.457047,-1.033227,0.692006,0.18435,-0.58353,49.32
1.438053,-1.852966,0.804277,-0.064162,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,-0.457047,-1.033227,0.692006,0.18435,-0.58353,7.12
1.438053,-1.852966,0.804277,-0.064162,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,-0.457047,-1.033227,0.692006,0.18435,-0.58353,49.4
1.438053,-1.852966,0.804277,-0.064162,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,-0.457047,-1.033227,0.692006,0.18435,-0.58353,74.17
1.438053,-1.852966,0.804277,-0.064162,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,-0.457047,-1.033227,0.692006,0.18435,-0.58353,44.48
1.438053,-1.852966,0.804277,-0.064162,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,-0.457047,-1.033227,0.692006,0.18435,-0.58353,59.28
1.438053,-1.852966,0.804277,-0.064162,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,-0.457047,-1.033227,0.692006,0.18435,-0.58353,81.51
1.438053,-1.852966,0.804277,-0.064162,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,-0.457047,-1.033227,0.692006,0.18435,-0.58353,28.3
1.438053,-1.852966,0.804277,-0.064162,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,-0.457047,-1.033227,0.692006,0.18435,-0.58353,68.89
1.438053,-1.852966,0.804277,-0.064162,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,-0.457047,-1.033227,0.692006,0.18435,-0.58353,84.4
-0.020614,-1.048556,0.315726,-0.063557,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,-0.922213,-1.033227,0.692006,0.18435,-0.58353,5.3
-0.020614,-1.048556,0.315726,-0.063557,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,-0.922213,-1.033227,0.692006,0.18435,-0.58353,41.59
-0.020614,-1.048556,0.315726,-0.063557,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,-0.922213,-1.033227,0.692006,0.18435,-0.58353,44.78
-0.020614,-1.048556,0.315726,-0.063557,0.539816,-0.545883,-0.774534,-0.790703,0.48661,0.260132,-0.922213,-1.033227,0.692006,0.18435,-0.58353,1.26
-0.020614,-1.048556,0.315726,-0.063557,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,-0.922213,-1.033227,0.692006,0.18435,-0.58353,53.18
-0.020614,-1.048556,0.315726,-0.063557,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,-0.922213,-1.033227,0.692006,0.18435,-0.58353,54.63
-0.020614,-1.048556,0.315726,-0.063557,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,-0.922213,-1.033227,0.692006,0.18435,-0.58353,4.25
-0.020614,-1.048556,0.315726,-0.063557,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,-0.922213,-1.033227,0.692006,0.18435,-0.58353,82.46
-0.020614,-1.048556,0.315726,-0.063557,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,-0.922213,-1.033227,0.692006,0.18435,-0.58353,79.08
-0.020614,-1.048556,0.315726,-0.063557,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,-0.922213,-1.033227,0.692006,0.18435,-0.58353,74.61
-0.020614,-1.048556,0.315726,-0.063557,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,-0.922213,-1.033227,0.692006,0.18435,-0.58353,83.38
-0.020614,-1.048556,0.315726,-0.063557,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,-0.922213,-1.033227,0.692006,0.18435,-0.58353,91.37
-0.020614,-1.048556,0.315726,-0.063557,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,-0.922213,-1.033227,0.692006,0.18435,-0.58353,9.15
-0.020614,-1.048556,0.315726,-0.063557,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,-0.922213,-1.033227,0.692006,0.18435,-0.58353,1.71
-0.020614,-1.048556,0.315726,-0.063557,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,-0.922213,-1.033227,0.692006,0.18435,-0.58353,2.73
-0.020614,-1.048556,0.315726,-0.063557,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,1.403618,-1.033227,0.692006,0.18435,-0.58353,25.84
-0.020614,-1.048556,0.315726,-0.063557,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,1.403618,-1.033227,0.692006,0.18435,-0.58353,48.07
-0.020614,-1.048556,0.315726,-0.063557,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,1.403618,-1.033227,0.692006,0.18435,-0.58353,48
-0.020614,-1.048556,0.315726,-0.063557,0.539816,-0.545883,-0.774534,-0.790703,0.48661,0.260132,1.403618,-1.033227,0.692006,0.18435,-0.58353,0.86
-0.020614,-1.048556,0.315726,-0.063557,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,1.403618,-1.033227,0.692006,0.18435,-0.58353,46.2
-0.020614,-1.048556,0.315726,-0.063557,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,1.403618,-1.033227,0.692006,0.18435,-0.58353,51.4
-0.020614,-1.048556,0.315726,-0.063557,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,1.403618,-1.033227,0.692006,0.18435,-0.58353,2.62
-0.020614,-1.048556,0.315726,-0.063557,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,1.403618,-1.033227,0.692006,0.18435,-0.58353,73.85
-0.020614,-1.048556,0.315726,-0.063557,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,1.403618,-1.033227,0.692006,0.18435,-0.58353,78.47
-0.020614,-1.048556,0.315726,-0.063557,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,1.403618,-1.033227,0.692006,0.18435,-0.58353,61.92
-0.020614,-1.048556,0.315726,-0.063557,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,1.403618,-1.033227,0.692006,0.18435,-0.58353,66.71
-0.020614,-1.048556,0.315726,-0.063557,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,1.403618,-1.033227,0.692006,0.18435,-0.58353,69.84
-0.020614,-1.048556,0.315726,-0.063557,0.557348,-0.501466,-0.782683,1.846051,-0.282365,-1.429649,1.403618,-1.033227,0.692006,0.18435,-0.58353,35.86
-0.020614,-1.048556,0.315726,-0.063557,0.555311,-0.496954,-0.92936,1.768157,-0.559904,-1.201654,1.403618,-1.033227,0.692006,0.18435,-0.58353,81.61
-0.020614,-1.048556,0.315726,-0.063557,-0.645694,2.394801,-1.308277,1.926564,-1.137711,-0.854114,1.403618,-1.033227,0.692006,0.18435,-0.58353,84.56
-0.020614,-1.048556,0.315726,-0.063557,0.570986,-0.467225,0.248132,-0.421392,0.794127,0.507799,-0.457047,-1.033227,0.692006,0.18435,-0.58353,28.69
-0.020614,-1.048556,0.315726,-0.063557,0.568563,-0.467402,-0.033,-0.375834,0.522362,0.735289,-0.457047,-1.033227,0.692006,0.18435,-0.58353,53.85
-0.020614,-1.048556,0.315726,-0.063557,0.33689,0.067187,-0.122636,-0.382903,-0.191327,1.082324,-0.457047,-1.033227,0.692006,0.18435,-0.58353,55.16
-0.020614,-1.048556,0.315726,-0.063557,0.539816,-0.545883,-0.774534,-0.790703,0.48661,0.260132,-0.457047,-1.033227,0.692006,0.18435,-0.58353,1.07
-0.020614,-1.048556,0.315726,-0.063557,0.534041,-0.54314,-0.729716,0.815621,3.134349,0.487118,-0.457047,-1.033227,0.692006,0.18435,-0.58353,54.24
-0.020614,-1.048556,0.315726,-0.063557,-1.402122,-1.057556,-1.198269,-0.784288,-0.479186,0.833649,-0.457047,-1.033227,0.692006,0.18435,-0.58353,50.1
-0.020614,-1.048556,0.315726,-0.063557,0.556549,-0.452184,0.239983,-0.477554,0.170985,0.748404,-0.457047,-1.033227,0.692006,0.18435,-0.58353,3.14
-0.020614,-1.048556,0.315726,-0.063557,0.553146,-0.45006,0.015893,-0.459095,-0.137391,0.976398,-0.457047,-1.033227,0.692006,0.18435,-0.58353,80.4
-0.020614,-1.048556,0.315726,-0.063557,-0.66387,2.202713,-0.134859,-0.480173,-0.906121,1.322929,-0.457047,-1.033227,0.692006,0.18435,-0.58353,82.63
-0.020614,-1.048556,0.315726,-0.063557,0.608885,-0.388744,1.666011,-0.795154,-0.002738,-1.431666,-0.457047,-1.033227,0.692006,0.18435,-0.58353,89.89
-0.020614,-1.048556,0.315726,-0.063557,0.615098,-0.390691,1.706755,-0.778135,-0.221181,-1.200645,-0.457047,-1.033227,0.692006,0.18435,-0.58353,92.9
-0.020614,-1.048556,0.315726,-0.063557,-2.887677,0.731575,1.759722,-0.728911,-0.914721,-0.850079,-0.457047,-1.033227,0.692006,0.18435,-0.58353,94.15
