 additive_.C4_electrostatic_charge , additive_dipole_moment , aryl_halide_.C3_NMR_shift , base_.N1_electrostatic_charge , base_E_LUMO , base_surface_area , ligand_.C5_NMR_shift , ligand_.C5_electrostatic_charge , ligand_.C9_NMR_shift , ligand_V10_frequency , ligand_V8_intensity , ligand_V9_frequency , yield 
-0.237095,-0.867233,-0.390691,-0.901301,-1.421259,-0.413591,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,59.55
-0.237095,-0.867233,0.731575,-0.901301,-1.421259,-0.413591,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,77.76
-0.237095,-0.867233,-0.501466,-0.901301,-1.421259,-0.413591,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,11.79
-0.237095,-0.867233,-0.496954,-0.901301,-1.421259,-0.413591,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,83.94
-0.237095,-0.867233,2.394801,-0.901301,-1.421259,-0.413591,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,90.73
-0.237095,-0.867233,-0.467225,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,12.78
-0.237095,-0.867233,-0.467402,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,49.15
-0.237095,-0.867233,0.067187,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,55.57
-0.237095,-0.867233,-0.545883,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,0.36
-0.237095,-0.867233,-0.54314,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,50.11
-0.237095,-0.867233,-1.057556,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,53.33
-0.237095,-0.867233,-0.452184,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,0.97
-0.237095,-0.867233,-0.45006,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,80.68
-0.237095,-0.867233,2.202713,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,83.05
-0.237095,-0.867233,-0.388744,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,81.38
-0.237095,-0.867233,-0.390691,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,89.47
-0.237095,-0.867233,0.731575,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,95.75
-0.237095,-0.867233,-0.501466,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,9.97
-0.237095,-0.867233,-0.496954,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,86.09
-0.237095,-0.867233,2.394801,1.374737,0.563444,-0.949447,1.004153,0.905261,0.471798,-0.227134,-0.948784,-1.293424,94.55
-0.298947,-0.448767,-0.467225,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,11.59
-0.298947,-0.448767,-0.467402,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,12.37
-0.298947,-0.448767,0.067187,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,16.16
-0.298947,-0.448767,-0.545883,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,1.73
-0.298947,-0.448767,-0.54314,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,4.22
-0.298947,-0.448767,-1.057556,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,4.11
-0.298947,-0.448767,-0.452184,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,7.91
-0.298947,-0.448767,-0.45006,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,14
-0.298947,-0.448767,2.202713,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,18.41
-0.298947,-0.448767,-0.388744,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,13.99
-0.298947,-0.448767,-0.390691,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,20.04
-0.298947,-0.448767,0.731575,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,19.49
-0.298947,-0.448767,-0.501466,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,9.47
-0.298947,-0.448767,-0.496954,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,10.26
-0.298947,-0.448767,2.394801,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,14.94
-0.298947,-0.448767,-0.467225,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,15.12
-0.298947,-0.448767,-0.467402,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,28.4
-0.298947,-0.448767,0.067187,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,34.38
-0.298947,-0.448767,-0.545883,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,0.38
-0.298947,-0.448767,-0.54314,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,9.04
-0.298947,-0.448767,-1.057556,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,13.52
-0.298947,-0.448767,-0.452184,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,3.05
-0.298947,-0.448767,-0.45006,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,26.52
-0.298947,-0.448767,2.202713,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,28.15
-0.298947,-0.448767,-0.388744,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,22.49
-0.298947,-0.448767,-0.390691,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,37.83
-0.298947,-0.448767,0.731575,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,43.38
-0.298947,-0.448767,-0.501466,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,10.01
-0.298947,-0.448767,-0.496954,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,21.47
-0.298947,-0.448767,2.394801,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,32.76
-0.298947,-0.448767,-0.467225,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,11.65
-0.298947,-0.448767,-0.467402,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,22.58
-0.298947,-0.448767,0.067187,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,35.26
-0.298947,-0.448767,-0.545883,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,0.28
-0.298947,-0.448767,-0.54314,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,4.06
-0.298947,-0.448767,-1.057556,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,8.04
-0.298947,-0.448767,-0.452184,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,2.55
-0.298947,-0.448767,-0.45006,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,17.09
-0.298947,-0.448767,2.202713,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,30.6
-0.298947,-0.448767,-0.388744,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,26.31
-0.298947,-0.448767,-0.390691,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,50.1
-0.298947,-0.448767,0.731575,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,55
-0.298947,-0.448767,-0.501466,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,6.97
-0.298947,-0.448767,-0.496954,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,18.12
-0.298947,-0.448767,2.394801,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,29.07
2.577153,-0.457026,-0.467225,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,1.25
2.577153,-0.457026,-0.467402,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,8.11
2.577153,-0.457026,0.067187,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,9.11
2.577153,-0.457026,-0.545883,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,0.12
2.577153,-0.457026,-0.54314,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,3.27
2.577153,-0.457026,-1.057556,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,9.11
2.577153,-0.457026,-0.452184,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,0.69
2.577153,-0.457026,-0.45006,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,8.88
2.577153,-0.457026,2.202713,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,6.08
2.577153,-0.457026,-0.388744,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,7.97
2.577153,-0.457026,-0.390691,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,11.18
2.577153,-0.457026,0.731575,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,13.04
2.577153,-0.457026,-0.501466,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,3.24
2.577153,-0.457026,-0.496954,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,8
2.577153,-0.457026,2.394801,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,9.68
2.577153,-0.457026,-0.467402,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,3.34
2.577153,-0.457026,0.067187,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,23.71
2.577153,-0.457026,-1.057556,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,1.74
2.577153,-0.457026,-0.45006,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,1.13
2.577153,-0.457026,2.202713,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,4.89
2.577153,-0.457026,-0.388744,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,4.51
2.577153,-0.457026,-0.390691,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,34.38
2.577153,-0.457026,0.731575,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,42.29
2.577153,-0.457026,-0.496954,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,5.95
2.577153,-0.457026,2.394801,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,8.97
2.577153,-0.457026,-0.467402,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,3.07
2.577153,-0.457026,0.067187,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,14.25
2.577153,-0.457026,-1.057556,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,0.88
2.577153,-0.457026,-0.45006,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,0.83
2.577153,-0.457026,2.202713,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,2.9
2.577153,-0.457026,-0.388744,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,6.54
2.577153,-0.457026,-0.390691,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,46.54
2.577153,-0.457026,0.731575,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,46.09
2.577153,-0.457026,-0.496954,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,3.07
2.577153,-0.457026,2.394801,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,5.09
-1.015394,-0.67879,-0.467225,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,18.47
-1.015394,-0.67879,-0.467402,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,13.47
-1.015394,-0.67879,0.067187,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,37.38
-1.015394,-0.67879,-0.545883,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,1.21
-1.015394,-0.67879,-0.54314,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,39.67
-1.015394,-0.67879,-1.057556,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,41.18
-1.015394,-0.67879,-0.452184,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,10.3
-1.015394,-0.67879,-0.45006,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,61.73
-1.015394,-0.67879,2.202713,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,62.92
-1.015394,-0.67879,-0.388744,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,19.79
-1.015394,-0.67879,-0.390691,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,23.54
-1.015394,-0.67879,0.731575,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,21.92
-1.015394,-0.67879,-0.501466,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,47.96
-1.015394,-0.67879,-0.496954,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,27.15
-1.015394,-0.67879,2.394801,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,76.45
-1.015394,-0.67879,-0.467402,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,30.36
-1.015394,-0.67879,0.067187,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,31.87
-1.015394,-0.67879,-0.545883,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,0.54
-1.015394,-0.67879,-0.54314,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,14.1
-1.015394,-0.67879,-1.057556,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,17.11
-1.015394,-0.67879,-0.452184,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,3.02
-1.015394,-0.67879,-0.45006,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,33.44
-1.015394,-0.67879,2.202713,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,35.15
-1.015394,-0.67879,-0.388744,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,24.24
-1.015394,-0.67879,-0.390691,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,43.49
-1.015394,-0.67879,0.731575,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,48.24
-1.015394,-0.67879,-0.501466,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,14.07
-1.015394,-0.67879,-0.496954,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,26.31
-1.015394,-0.67879,2.394801,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,35.93
-1.015394,-0.67879,-0.467225,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,12.9
-1.015394,-0.67879,-0.467402,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,25.01
-1.015394,-0.67879,0.067187,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,42.53
-1.015394,-0.67879,-0.545883,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,0.45
-1.015394,-0.67879,-0.54314,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,12.94
-1.015394,-0.67879,-1.057556,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,24.72
-1.015394,-0.67879,-0.452184,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,2.84
-1.015394,-0.67879,-0.45006,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,36.58
-1.015394,-0.67879,2.202713,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,64.14
-1.015394,-0.67879,-0.388744,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,32.17
-1.015394,-0.67879,-0.390691,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,51.65
-1.015394,-0.67879,0.731575,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,58.4
-1.015394,-0.67879,-0.501466,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,13.38
-1.015394,-0.67879,-0.496954,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,30.61
-1.015394,-0.67879,2.394801,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,47.67
0.324724,1.720065,-0.467225,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,9.06
0.324724,1.720065,-0.467402,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,8.92
0.324724,1.720065,0.067187,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,8.67
0.324724,1.720065,-0.545883,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,1.47
0.324724,1.720065,-0.54314,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,2.63
0.324724,1.720065,-1.057556,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,4.47
0.324724,1.720065,-0.452184,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,6.91
0.324724,1.720065,-0.45006,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,8.65
0.324724,1.720065,2.202713,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,10.22
0.324724,1.720065,-0.388744,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,7.15
0.324724,1.720065,-0.390691,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,9.8
0.324724,1.720065,0.731575,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,10.14
0.324724,1.720065,-0.501466,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,3.03
0.324724,1.720065,-0.496954,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,4.55
0.324724,1.720065,2.394801,-0.519769,0.830295,1.386635,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,8.55
0.324724,1.720065,-0.467225,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,7.13
0.324724,1.720065,-0.467402,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,17.58
0.324724,1.720065,0.067187,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,26.36
0.324724,1.720065,-0.54314,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,0.67
0.324724,1.720065,-1.057556,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,2.87
0.324724,1.720065,-0.45006,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,4.89
0.324724,1.720065,2.202713,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,8.12
0.324724,1.720065,-0.388744,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,11.69
0.324724,1.720065,-0.390691,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,24.98
0.324724,1.720065,0.731575,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,29.26
0.324724,1.720065,-0.501466,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,0.89
0.324724,1.720065,-0.496954,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,2.55
0.324724,1.720065,2.394801,-0.901301,-1.421259,-0.413591,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,7.47
0.324724,1.720065,-0.467225,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,9.97
0.324724,1.720065,-0.467402,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,17.78
0.324724,1.720065,0.067187,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,18.91
0.324724,1.720065,-0.54314,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,2.79
0.324724,1.720065,-1.057556,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,3.94
0.324724,1.720065,-0.452184,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,3.46
0.324724,1.720065,-0.45006,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,12.57
0.324724,1.720065,2.202713,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,12.67
0.324724,1.720065,-0.388744,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,14.22
0.324724,1.720065,-0.390691,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,19.78
0.324724,1.720065,0.731575,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,23.42
0.324724,1.720065,-0.501466,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,6.13
0.324724,1.720065,-0.496954,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,9.89
0.324724,1.720065,2.394801,1.374737,0.563444,-0.949447,-1.087005,-1.081315,0.780026,1.721359,1.585154,-0.157776,12.54
-0.298947,-0.448767,-0.467225,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,9.62
-0.298947,-0.448767,-0.467402,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,13.66
-0.298947,-0.448767,0.067187,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,11.85
-0.298947,-0.448767,-0.545883,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,2.58
-0.298947,-0.448767,-0.54314,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,16.44
-0.298947,-0.448767,-1.057556,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,18.3
-0.298947,-0.448767,-0.452184,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,2.89
-0.298947,-0.448767,-0.45006,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,19.26
-0.298947,-0.448767,2.202713,-0.519769,0.830295,1.386635,-0.904673,-0.906121,-1.685794,-0.736991,-0.775337,1.498217,19.42
